2022-11-16 09:18:10,536 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-11-16 09:18:10,563 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-16 09:18:10,564 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-16 09:18:10,564 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-16 09:18:10,564 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-16 09:18:10,565 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-16 09:18:10,576 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-16 09:18:11,129 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-11-16 09:18:12,598 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=REGISTER {datanodeDetails=28f1b3cc-3202-4565-b9dd-1ce6a0e066df{ip: 172.18.0.5, host: de9e30f1d2b4, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-11-16 09:18:13,268 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=REGISTER {datanodeDetails=234cd0e8-ac9c-462e-9c3c-403a1d76f765{ip: 172.18.0.6, host: b62d21d30627, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-11-16 09:18:13,674 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=REGISTER {datanodeDetails=0e39fab0-43a3-49a5-86d4-699ad74f4291{ip: 172.18.0.7, host: bb46b1f38523, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-11-16 09:18:14,466 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {datanodeUUID=28f1b3cc-3202-4565-b9dd-1ce6a0e066df, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "eb72af06-86d5-449b-bfd9-5974bad07bb4" uuid128 { mostSigBits: -1480928884884683621 leastSigBits: -4622565184633799756 } } type: RATIS factor: ONE datanode { uuid: "28f1b3cc-3202-4565-b9dd-1ce6a0e066df" ipAddress: "172.18.0.5" hostName: "ozone-csi_datanode_2.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "28f1b3cc-3202-4565-b9dd-1ce6a0e066df" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 2950336920498095461 leastSigBits: -5053851429972711713 } } cmdId: 1668590292669 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "90e5120d-a5e2-476f-8973-5c1785441f49" uuid128 { mostSigBits: -8005972912754243729 leastSigBits: -8542382812101861559 } } type: RATIS factor: THREE datanode { uuid: "0e39fab0-43a3-49a5-86d4-699ad74f4291" ipAddress: "172.18.0.7" hostName: "ozone-csi_datanode_3.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "0e39fab0-43a3-49a5-86d4-699ad74f4291" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 1025126025159461285 leastSigBits: -8731237663806373231 } } datanode { uuid: "28f1b3cc-3202-4565-b9dd-1ce6a0e066df" ipAddress: "172.18.0.5" hostName: "ozone-csi_datanode_2.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "28f1b3cc-3202-4565-b9dd-1ce6a0e066df" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 2950336920498095461 leastSigBits: -5053851429972711713 } } datanode { uuid: "234cd0e8-ac9c-462e-9c3c-403a1d76f765" ipAddress: "172.18.0.6" hostName: "ozone-csi_datanode_1.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "234cd0e8-ac9c-462e-9c3c-403a1d76f765" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 2543637587304400430 leastSigBits: -7188800286843537563 } } cmdId: 1668590292672 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "b46c5da0-e786-4348-82d5-fb92a85f0094" uuid128 { mostSigBits: -5445874903737285816 leastSigBits: -9019026071430954860 } } type: RATIS factor: THREE datanode { uuid: "28f1b3cc-3202-4565-b9dd-1ce6a0e066df" ipAddress: "172.18.0.5" hostName: "ozone-csi_datanode_2.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "28f1b3cc-3202-4565-b9dd-1ce6a0e066df" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 2950336920498095461 leastSigBits: -5053851429972711713 } } datanode { uuid: "234cd0e8-ac9c-462e-9c3c-403a1d76f765" ipAddress: "172.18.0.6" hostName: "ozone-csi_datanode_1.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "234cd0e8-ac9c-462e-9c3c-403a1d76f765" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 2543637587304400430 leastSigBits: -7188800286843537563 } } datanode { uuid: "0e39fab0-43a3-49a5-86d4-699ad74f4291" ipAddress: "172.18.0.7" hostName: "ozone-csi_datanode_3.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "0e39fab0-43a3-49a5-86d4-699ad74f4291" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 1025126025159461285 leastSigBits: -8731237663806373231 } } cmdId: 1668590292673 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
