2022-04-18 13:00:31,178 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=05741-without-scheme, creationTime=1650286830700, modificationTime=1650286830700, quotaInBytes=109951162777600, quotaInNamespace=100, usedNamespace=0, objectID=-9223372036854775552, updateID=1} | ret=SUCCESS |  
2022-04-18 13:00:40,348 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=SET_QUOTA {volume=05741-without-scheme, quotaInBytes=10995116277760} | ret=SUCCESS |  
2022-04-18 13:00:46,583 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=CREATE_BUCKET {volume=05741-without-scheme, bucket=bb1, bucketLayout=OBJECT_STORE, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:users:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1650286846510, bucketEncryptionKey=null, modificationTime=1650286846510, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-04-18 13:00:58,847 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=UPDATE_BUCKET {volume=05741-without-scheme, bucket=bb1, gdprEnabled=null, isVersionEnabled=null} | ret=SUCCESS |  
2022-04-18 13:01:11,635 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=ALLOCATE_KEY {volume=05741-without-scheme, bucket=bb1, key=key1, dataSize=17526, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-04-18 13:01:15,009 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=COMMIT_KEY {volume=05741-without-scheme, bucket=bb1, key=key1, dataSize=17526, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-04-18 13:01:23,872 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=ALLOCATE_KEY {volume=05741-without-scheme, bucket=bb1, key=key1_RATIS, dataSize=17526, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-04-18 13:01:26,235 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=COMMIT_KEY {volume=05741-without-scheme, bucket=bb1, key=key1_RATIS, dataSize=17526, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-04-18 13:01:37,464 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=DELETE_KEY {volume=05741-without-scheme, bucket=bb1, key=key1_RATIS, dataSize=0, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2022-04-18 13:01:40,511 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=ALLOCATE_KEY {volume=05741-without-scheme, bucket=bb1, key=key1-copy, dataSize=17526, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-04-18 13:01:43,005 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=COMMIT_KEY {volume=05741-without-scheme, bucket=bb1, key=key1-copy, dataSize=17526, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-04-18 13:01:51,425 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=DELETE_KEY {volume=05741-without-scheme, bucket=bb1, key=key1-copy, dataSize=0, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2022-04-18 13:02:07,886 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=RENAME_KEY {volume=05741-without-scheme, bucket=bb1, dataSize=0, replicationType=RATIS, replicationFactor=ONE, srcKey=key1, dstKey=key2} | ret=SUCCESS |  
2022-04-18 13:02:13,568 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=DELETE_KEY {volume=05741-without-scheme, bucket=bb1, key=key2, dataSize=0, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2022-04-18 13:02:16,382 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=SET_QUOTA {volume=05741-without-scheme, quotaInBytes=-1} | ret=SUCCESS |  
2022-04-18 13:02:22,123 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=SET_QUOTA {volume=05741-without-scheme, quotaInBytes=-1} | ret=SUCCESS |  
2022-04-18 13:02:28,187 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=UPDATE_BUCKET {volume=05741-without-scheme, bucket=bb1, gdprEnabled=null, isVersionEnabled=null} | ret=SUCCESS |  
2022-04-18 13:02:33,901 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=UPDATE_BUCKET {volume=05741-without-scheme, bucket=bb1, gdprEnabled=null, isVersionEnabled=null} | ret=SUCCESS |  
2022-04-18 13:02:40,026 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=DELETE_BUCKET {volume=05741-without-scheme, bucket=bb1} | ret=SUCCESS |  
2022-04-18 13:02:42,763 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=DELETE_VOLUME {volume=05741-without-scheme} | ret=SUCCESS |  
2022-04-18 13:02:45,470 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=05741-without-scheme, creationTime=1650286965455, modificationTime=1650286965455, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854764800, updateID=43} | ret=SUCCESS |  
2022-04-18 13:02:54,335 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=CREATE_BUCKET {volume=05741-without-scheme, bucket=bb1, bucketLayout=OBJECT_STORE, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:users:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1650286974311, bucketEncryptionKey=null, modificationTime=1650286974311, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-04-18 13:03:03,149 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=DELETE_BUCKET {volume=05741-without-scheme, bucket=bb1} | ret=SUCCESS |  
2022-04-18 13:03:05,890 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=DELETE_VOLUME {volume=05741-without-scheme} | ret=SUCCESS |  
2022-04-18 13:03:15,553 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=70945-source, creationTime=1650286995531, modificationTime=1650286995531, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854762752, updateID=51} | ret=SUCCESS |  
2022-04-18 13:03:18,303 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=70945-target, creationTime=1650286998283, modificationTime=1650286998283, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854762240, updateID=53} | ret=SUCCESS |  
2022-04-18 13:03:21,335 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=CREATE_BUCKET {volume=70945-target, bucket=dangling-link, bucketLayout=OBJECT_STORE, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:users:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1650287001306, bucketEncryptionKey=null, modificationTime=1650287001306, sourceVolume=70945-source, sourceBucket=no-such-bucket, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-04-18 13:03:27,021 | INFO  | OMAudit | user=hadoop | ip=172.18.0.7 | op=CREATE_BUCKET {volume=70945-target, bucket=link1, bucketLayout=OBJECT_STORE, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:users:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1650287006983, bucketEncryptionKey=null, modificationTime=1650287006983, sourceVolume=70945-source, sourceBucket=bucket1, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
