2022-04-05 04:07:17,766 | INFO  | OMAudit | user=hadoop | ip=172.23.0.2 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=vol1, creationTime=1649131637750, modificationTime=1649131637750, quotaInBytes=1152921504606846976, objectID=256, updateID=1} | ret=SUCCESS |  
2022-04-05 04:07:17,813 | INFO  | OMAudit | user=hadoop | ip=172.23.0.2 | op=CREATE_BUCKET {volume=vol1, bucket=bucket1, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:users:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1649131637805, bucketEncryptionKey=null, modificationTime=1649131637805} | ret=SUCCESS |  
2022-04-05 04:07:17,937 | INFO  | OMAudit | user=hadoop | ip=172.23.0.2 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=warmup/0, dataSize=10240, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-04-05 04:07:20,180 | INFO  | OMAudit | user=hadoop | ip=172.23.0.2 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=warmup/0, dataSize=10240, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2022-04-05 04:07:26,700 | INFO  | OMAudit | user=hadoop | ip=172.23.0.5 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=key-1.3.0, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-04-05 04:07:28,649 | INFO  | OMAudit | user=hadoop | ip=172.23.0.5 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=key-1.3.0, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-04-05 04:07:32,213 | INFO  | OMAudit | user=hadoop | ip=172.23.0.5 | op=CREATE_DIRECTORY {volume=vol1, bucket=bucket1, key=dir-1.3.0, dataSize=0, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2022-04-05 04:07:35,436 | INFO  | OMAudit | user=hadoop | ip=172.23.0.5 | op=CREATE_FILE {volume=vol1, bucket=bucket1, key=dir-1.3.0/file-1.3.0._COPYING_, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-04-05 04:07:36,814 | INFO  | OMAudit | user=hadoop | ip=172.23.0.5 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=dir-1.3.0/file-1.3.0._COPYING_, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-04-05 04:07:36,933 | INFO  | OMAudit | user=hadoop | ip=172.23.0.5 | op=RENAME_KEY {volume=vol1, bucket=bucket1, dataSize=0, replicationType=RATIS, replicationFactor=ONE, srcKey=dir-1.3.0/file-1.3.0._COPYING_, dstKey=dir-1.3.0/file-1.3.0} | ret=SUCCESS |  
2022-04-05 04:07:54,761 | INFO  | OMAudit | user=hadoop | ip=172.23.0.5 | op=LOOKUP_FILE {volume=vol1, bucket=bucket1, key=dir-1.3.0/file-1.3.0, dataSize=0, replicationType=null, replicationFactor=null} | ret=SUCCESS |  
2022-04-05 04:08:03,341 | INFO  | OMAudit | user=hadoop | ip=172.23.0.8 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=key-1.0.0, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-04-05 04:08:07,299 | INFO  | OMAudit | user=hadoop | ip=172.23.0.8 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=key-1.0.0, dataSize=18, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2022-04-05 04:08:09,857 | INFO  | OMAudit | user=hadoop | ip=172.23.0.8 | op=CREATE_DIRECTORY {volume=vol1, bucket=bucket1, key=dir-1.0.0, dataSize=0, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2022-04-05 04:08:11,993 | INFO  | OMAudit | user=hadoop | ip=172.23.0.8 | op=CREATE_FILE {volume=vol1, bucket=bucket1, key=dir-1.0.0/file-1.0.0._COPYING_, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-04-05 04:08:13,115 | INFO  | OMAudit | user=hadoop | ip=172.23.0.8 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=dir-1.0.0/file-1.0.0._COPYING_, dataSize=18, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2022-04-05 04:08:13,165 | INFO  | OMAudit | user=hadoop | ip=172.23.0.8 | op=RENAME_KEY {volume=vol1, bucket=bucket1, dataSize=0, replicationType=RATIS, replicationFactor=ONE, srcKey=dir-1.0.0/file-1.0.0._COPYING_, dstKey=dir-1.0.0/file-1.0.0} | ret=SUCCESS |  
2022-04-05 04:08:26,266 | INFO  | OMAudit | user=hadoop | ip=172.23.0.8 | op=LOOKUP_FILE {volume=vol1, bucket=bucket1, key=dir-1.0.0/file-1.0.0, dataSize=0, replicationType=null, replicationFactor=null} | ret=SUCCESS |  
2022-04-05 04:08:40,393 | INFO  | OMAudit | user=hadoop | ip=172.23.0.8 | op=LOOKUP_FILE {volume=vol1, bucket=bucket1, key=dir-1.3.0/file-1.3.0, dataSize=0, replicationType=null, replicationFactor=null} | ret=SUCCESS |  
2022-04-05 04:08:58,465 | INFO  | OMAudit | user=hadoop | ip=172.23.0.5 | op=LOOKUP_FILE {volume=vol1, bucket=bucket1, key=dir-1.0.0/file-1.0.0, dataSize=0, replicationType=null, replicationFactor=null} | ret=SUCCESS |  
