2022-11-18 11:16:51,387 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2022-11-18 11:35:20,785 OK[op=GET_METADATA, key=key1, user=om] 
2022-11-18 11:35:21,170 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2022-11-18 11:35:29,973 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-11-18 11:35:31,387 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=10218ms] 
2022-11-18 11:35:40,385 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10412ms] 
2022-11-18 11:50:25,828 OK[op=GET_METADATA, key=key1, user=om] 
2022-11-18 11:50:37,267 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-11-18 11:50:47,385 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=10118ms] 
2022-11-18 11:50:58,385 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=11, interval=21118ms] 
2022-11-18 11:51:09,385 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=32118ms] 
2022-11-18 11:52:26,557 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-11-18 11:52:37,385 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=7, interval=10828ms] 
2022-11-18 11:52:48,170 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=21613ms] 
2022-11-18 11:52:48,174 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=2ms] 
2022-11-18 11:52:58,385 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=31828ms] 
2022-11-18 11:53:09,385 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=9, interval=42828ms] 
2022-11-18 11:53:19,641 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=7, interval=53084ms] 
2022-11-18 11:53:19,641 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-11-18 11:53:29,749 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=8, interval=63192ms] 
2022-11-18 11:53:29,749 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-11-18 11:53:44,596 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-11-18 11:53:55,385 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=10790ms] 
2022-11-18 11:54:06,385 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=21790ms] 
2022-11-18 11:54:17,385 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=32790ms] 
2022-11-18 11:54:28,385 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=43790ms] 
2022-11-18 11:54:39,385 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=54790ms] 
2022-11-18 11:54:49,736 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-11-18 11:55:00,021 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=12, interval=10285ms] 
2022-11-18 11:55:00,022 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-11-18 11:55:10,385 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=20649ms] 
