2022-05-24 01:02:52,214 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.5 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-05-24 01:02:54,425 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.8 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-05-24 01:03:18,860 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.9 | op=GET_VERSION null | ret=SUCCESS |  
2022-05-24 01:03:18,877 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.10 | op=GET_VERSION null | ret=SUCCESS |  
2022-05-24 01:03:18,882 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2022-05-24 01:03:21,037 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.10 | op=REGISTER {datanodeDetails=3e6d9413-d82e-4a60-b0cf-77b9fd00817e{ip: 172.18.0.10, host: 3580fbf550a0, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 618273133151, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-05-24 01:03:21,046 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.7 | op=REGISTER {datanodeDetails=03617b6d-b879-4ca8-8aab-8963c7ea1388{ip: 172.18.0.7, host: 411856425f96, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 617822732738, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-05-24 01:03:21,794 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.9 | op=REGISTER {datanodeDetails=e7fc8214-8d97-4be0-89d4-5a6a1474d796{ip: 172.18.0.9, host: 48ec502caf3c, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 618056816928, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-05-24 01:03:23,229 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.7 | op=SEND_HEARTBEAT {datanodeUUID=03617b6d-b879-4ca8-8aab-8963c7ea1388, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "55e861f1-88cd-4494-bec1-9121fc35cde0" uuid128 { mostSigBits: 6190305377830913172 leastSigBits: -4701316960846754336 } } type: RATIS factor: ONE datanode { uuid: "03617b6d-b879-4ca8-8aab-8963c7ea1388" ipAddress: "172.18.0.7" hostName: "ozonesecure_datanode_3.ozonesecure_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "03617b6d-b879-4ca8-8aab-8963c7ea1388" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 243611566031326376 leastSigBits: -8454512813809200248 } } cmdId: 1653354201142 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "6f03d69f-9e11-435d-bef5-fb39655274b6" uuid128 { mostSigBits: 7999473344180208477 leastSigBits: -4686563613277522762 } } type: RATIS factor: THREE datanode { uuid: "03617b6d-b879-4ca8-8aab-8963c7ea1388" ipAddress: "172.18.0.7" hostName: "ozonesecure_datanode_3.ozonesecure_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "03617b6d-b879-4ca8-8aab-8963c7ea1388" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 243611566031326376 leastSigBits: -8454512813809200248 } } datanode { uuid: "e7fc8214-8d97-4be0-89d4-5a6a1474d796" ipAddress: "172.18.0.9" hostName: "ozonesecure_datanode_1.ozonesecure_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e7fc8214-8d97-4be0-89d4-5a6a1474d796" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1730365132030653472 leastSigBits: -8515081583794530410 } } datanode { uuid: "3e6d9413-d82e-4a60-b0cf-77b9fd00817e" ipAddress: "172.18.0.10" hostName: "ozonesecure_datanode_2.ozonesecure_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "3e6d9413-d82e-4a60-b0cf-77b9fd00817e" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 4498414415765195360 leastSigBits: -5706210562157805186 } } cmdId: 1653354201145 priority: 0 priority: 1 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
2022-05-24 01:03:23,234 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.10 | op=SEND_HEARTBEAT {datanodeUUID=3e6d9413-d82e-4a60-b0cf-77b9fd00817e, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "b2ced02c-24dc-4c1e-9997-cd70318f8c60" uuid128 { mostSigBits: -5562279601740428258 leastSigBits: -7379203582671745952 } } type: RATIS factor: ONE datanode { uuid: "3e6d9413-d82e-4a60-b0cf-77b9fd00817e" ipAddress: "172.18.0.10" hostName: "ozonesecure_datanode_2.ozonesecure_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "3e6d9413-d82e-4a60-b0cf-77b9fd00817e" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 4498414415765195360 leastSigBits: -5706210562157805186 } } cmdId: 1653354201143 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "6f03d69f-9e11-435d-bef5-fb39655274b6" uuid128 { mostSigBits: 7999473344180208477 leastSigBits: -4686563613277522762 } } type: RATIS factor: THREE datanode { uuid: "03617b6d-b879-4ca8-8aab-8963c7ea1388" ipAddress: "172.18.0.7" hostName: "ozonesecure_datanode_3.ozonesecure_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "03617b6d-b879-4ca8-8aab-8963c7ea1388" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 243611566031326376 leastSigBits: -8454512813809200248 } } datanode { uuid: "e7fc8214-8d97-4be0-89d4-5a6a1474d796" ipAddress: "172.18.0.9" hostName: "ozonesecure_datanode_1.ozonesecure_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e7fc8214-8d97-4be0-89d4-5a6a1474d796" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1730365132030653472 leastSigBits: -8515081583794530410 } } datanode { uuid: "3e6d9413-d82e-4a60-b0cf-77b9fd00817e" ipAddress: "172.18.0.10" hostName: "ozonesecure_datanode_2.ozonesecure_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "3e6d9413-d82e-4a60-b0cf-77b9fd00817e" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 4498414415765195360 leastSigBits: -5706210562157805186 } } cmdId: 1653354201145 priority: 0 priority: 1 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
2022-05-24 01:03:23,681 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.9 | op=SEND_HEARTBEAT {datanodeUUID=e7fc8214-8d97-4be0-89d4-5a6a1474d796, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "c8b4cf84-8ad0-4c90-a7db-39b9bbea50ee" uuid128 { mostSigBits: -3984331602144506736 leastSigBits: -6351419379591524114 } } type: RATIS factor: ONE datanode { uuid: "e7fc8214-8d97-4be0-89d4-5a6a1474d796" ipAddress: "172.18.0.9" hostName: "ozonesecure_datanode_1.ozonesecure_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e7fc8214-8d97-4be0-89d4-5a6a1474d796" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1730365132030653472 leastSigBits: -8515081583794530410 } } cmdId: 1653354201144 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "6f03d69f-9e11-435d-bef5-fb39655274b6" uuid128 { mostSigBits: 7999473344180208477 leastSigBits: -4686563613277522762 } } type: RATIS factor: THREE datanode { uuid: "03617b6d-b879-4ca8-8aab-8963c7ea1388" ipAddress: "172.18.0.7" hostName: "ozonesecure_datanode_3.ozonesecure_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "03617b6d-b879-4ca8-8aab-8963c7ea1388" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 243611566031326376 leastSigBits: -8454512813809200248 } } datanode { uuid: "e7fc8214-8d97-4be0-89d4-5a6a1474d796" ipAddress: "172.18.0.9" hostName: "ozonesecure_datanode_1.ozonesecure_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e7fc8214-8d97-4be0-89d4-5a6a1474d796" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1730365132030653472 leastSigBits: -8515081583794530410 } } datanode { uuid: "3e6d9413-d82e-4a60-b0cf-77b9fd00817e" ipAddress: "172.18.0.10" hostName: "ozonesecure_datanode_2.ozonesecure_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "3e6d9413-d82e-4a60-b0cf-77b9fd00817e" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 4498414415765195360 leastSigBits: -5706210562157805186 } } cmdId: 1653354201145 priority: 0 priority: 1 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
