2022-05-27 13:26:01,571 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.22.0.3 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-05-27 13:26:03,890 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.22.0.7 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-05-27 13:26:27,800 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.8 | op=GET_VERSION null | ret=SUCCESS |  
2022-05-27 13:26:27,819 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.10 | op=GET_VERSION null | ret=SUCCESS |  
2022-05-27 13:26:27,853 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.6 | op=GET_VERSION null | ret=SUCCESS |  
2022-05-27 13:26:29,551 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.8 | op=REGISTER {datanodeDetails=747bca16-6efe-4238-90c7-e123de650676{ip: 172.22.0.8, host: 3e7a626d6589, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 2346690414221, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-05-27 13:26:29,560 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.6 | op=REGISTER {datanodeDetails=877e64d7-f865-4c5a-a294-e981e0a084f8{ip: 172.22.0.6, host: 7d314d45ffb8, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 2347034523542, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-05-27 13:26:29,592 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.10 | op=REGISTER {datanodeDetails=7afa0d09-2fb8-4bbc-842c-5e7452f62d95{ip: 172.22.0.10, host: 6cbbfb388438, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 2347239858666, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-05-27 13:26:31,616 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.6 | op=SEND_HEARTBEAT {datanodeUUID=877e64d7-f865-4c5a-a294-e981e0a084f8, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "23c7e523-3e96-4779-80f9-667e134aa04a" uuid128 { mostSigBits: 2578281251229550457 leastSigBits: -9153172075978252214 } } type: RATIS factor: ONE datanode { uuid: "877e64d7-f865-4c5a-a294-e981e0a084f8" ipAddress: "172.22.0.6" hostName: "ozonesecure-mr_datanode_1.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "877e64d7-f865-4c5a-a294-e981e0a084f8" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -8683392152775603110 leastSigBits: -6731498798983379720 } } cmdId: 1653657989725 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "bf32eedf-0b68-45b6-a064-c98de5c7f126" uuid128 { mostSigBits: -4669407221893282378 leastSigBits: -6889159918687358682 } } type: RATIS factor: THREE datanode { uuid: "877e64d7-f865-4c5a-a294-e981e0a084f8" ipAddress: "172.22.0.6" hostName: "ozonesecure-mr_datanode_1.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "877e64d7-f865-4c5a-a294-e981e0a084f8" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -8683392152775603110 leastSigBits: -6731498798983379720 } } datanode { uuid: "7afa0d09-2fb8-4bbc-842c-5e7452f62d95" ipAddress: "172.22.0.10" hostName: "ozonesecure-mr_datanode_3.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "7afa0d09-2fb8-4bbc-842c-5e7452f62d95" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8861409549911346108 leastSigBits: -8922652908026712683 } } datanode { uuid: "747bca16-6efe-4238-90c7-e123de650676" ipAddress: "172.22.0.8" hostName: "ozonesecure-mr_datanode_2.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "747bca16-6efe-4238-90c7-e123de650676" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8393524528235299384 leastSigBits: -8014189467711240586 } } cmdId: 1653657989726 priority: 0 priority: 1 priority: 0 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "02d2ddee-9b23-48e2-9b9c-7793c748b226" uuid128 { mostSigBits: 203468950059829474 leastSigBits: -7233775424876531162 } } type: RATIS factor: THREE datanode { uuid: "877e64d7-f865-4c5a-a294-e981e0a084f8" ipAddress: "172.22.0.6" hostName: "ozonesecure-mr_datanode_1.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "877e64d7-f865-4c5a-a294-e981e0a084f8" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -8683392152775603110 leastSigBits: -6731498798983379720 } } datanode { uuid: "747bca16-6efe-4238-90c7-e123de650676" ipAddress: "172.22.0.8" hostName: "ozonesecure-mr_datanode_2.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "747bca16-6efe-4238-90c7-e123de650676" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8393524528235299384 leastSigBits: -8014189467711240586 } } datanode { uuid: "7afa0d09-2fb8-4bbc-842c-5e7452f62d95" ipAddress: "172.22.0.10" hostName: "ozonesecure-mr_datanode_3.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "7afa0d09-2fb8-4bbc-842c-5e7452f62d95" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8861409549911346108 leastSigBits: -8922652908026712683 } } cmdId: 1653657989728 priority: 1 priority: 0 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
2022-05-27 13:26:31,624 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.10 | op=SEND_HEARTBEAT {datanodeUUID=7afa0d09-2fb8-4bbc-842c-5e7452f62d95, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "bf32eedf-0b68-45b6-a064-c98de5c7f126" uuid128 { mostSigBits: -4669407221893282378 leastSigBits: -6889159918687358682 } } type: RATIS factor: THREE datanode { uuid: "877e64d7-f865-4c5a-a294-e981e0a084f8" ipAddress: "172.22.0.6" hostName: "ozonesecure-mr_datanode_1.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "877e64d7-f865-4c5a-a294-e981e0a084f8" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -8683392152775603110 leastSigBits: -6731498798983379720 } } datanode { uuid: "7afa0d09-2fb8-4bbc-842c-5e7452f62d95" ipAddress: "172.22.0.10" hostName: "ozonesecure-mr_datanode_3.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "7afa0d09-2fb8-4bbc-842c-5e7452f62d95" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8861409549911346108 leastSigBits: -8922652908026712683 } } datanode { uuid: "747bca16-6efe-4238-90c7-e123de650676" ipAddress: "172.22.0.8" hostName: "ozonesecure-mr_datanode_2.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "747bca16-6efe-4238-90c7-e123de650676" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8393524528235299384 leastSigBits: -8014189467711240586 } } cmdId: 1653657989726 priority: 0 priority: 1 priority: 0 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "02d2ddee-9b23-48e2-9b9c-7793c748b226" uuid128 { mostSigBits: 203468950059829474 leastSigBits: -7233775424876531162 } } type: RATIS factor: THREE datanode { uuid: "877e64d7-f865-4c5a-a294-e981e0a084f8" ipAddress: "172.22.0.6" hostName: "ozonesecure-mr_datanode_1.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "877e64d7-f865-4c5a-a294-e981e0a084f8" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -8683392152775603110 leastSigBits: -6731498798983379720 } } datanode { uuid: "747bca16-6efe-4238-90c7-e123de650676" ipAddress: "172.22.0.8" hostName: "ozonesecure-mr_datanode_2.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "747bca16-6efe-4238-90c7-e123de650676" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8393524528235299384 leastSigBits: -8014189467711240586 } } datanode { uuid: "7afa0d09-2fb8-4bbc-842c-5e7452f62d95" ipAddress: "172.22.0.10" hostName: "ozonesecure-mr_datanode_3.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "7afa0d09-2fb8-4bbc-842c-5e7452f62d95" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8861409549911346108 leastSigBits: -8922652908026712683 } } cmdId: 1653657989728 priority: 1 priority: 0 priority: 0 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "77284be4-547e-433c-80b2-a83e1f49c9d5" uuid128 { mostSigBits: 8586196133624038204 leastSigBits: -9173084506233910827 } } type: RATIS factor: ONE datanode { uuid: "7afa0d09-2fb8-4bbc-842c-5e7452f62d95" ipAddress: "172.22.0.10" hostName: "ozonesecure-mr_datanode_3.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "7afa0d09-2fb8-4bbc-842c-5e7452f62d95" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8861409549911346108 leastSigBits: -8922652908026712683 } } cmdId: 1653657989729 priority: 1 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
2022-05-27 13:26:31,626 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.8 | op=SEND_HEARTBEAT {datanodeUUID=747bca16-6efe-4238-90c7-e123de650676, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "bf32eedf-0b68-45b6-a064-c98de5c7f126" uuid128 { mostSigBits: -4669407221893282378 leastSigBits: -6889159918687358682 } } type: RATIS factor: THREE datanode { uuid: "877e64d7-f865-4c5a-a294-e981e0a084f8" ipAddress: "172.22.0.6" hostName: "ozonesecure-mr_datanode_1.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "877e64d7-f865-4c5a-a294-e981e0a084f8" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -8683392152775603110 leastSigBits: -6731498798983379720 } } datanode { uuid: "7afa0d09-2fb8-4bbc-842c-5e7452f62d95" ipAddress: "172.22.0.10" hostName: "ozonesecure-mr_datanode_3.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "7afa0d09-2fb8-4bbc-842c-5e7452f62d95" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8861409549911346108 leastSigBits: -8922652908026712683 } } datanode { uuid: "747bca16-6efe-4238-90c7-e123de650676" ipAddress: "172.22.0.8" hostName: "ozonesecure-mr_datanode_2.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "747bca16-6efe-4238-90c7-e123de650676" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8393524528235299384 leastSigBits: -8014189467711240586 } } cmdId: 1653657989726 priority: 0 priority: 1 priority: 0 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "353683d9-a219-49c9-b1e4-d6a3812455ad" uuid128 { mostSigBits: 3834397103503264201 leastSigBits: -5628137636571621971 } } type: RATIS factor: ONE datanode { uuid: "747bca16-6efe-4238-90c7-e123de650676" ipAddress: "172.22.0.8" hostName: "ozonesecure-mr_datanode_2.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "747bca16-6efe-4238-90c7-e123de650676" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8393524528235299384 leastSigBits: -8014189467711240586 } } cmdId: 1653657989727 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "02d2ddee-9b23-48e2-9b9c-7793c748b226" uuid128 { mostSigBits: 203468950059829474 leastSigBits: -7233775424876531162 } } type: RATIS factor: THREE datanode { uuid: "877e64d7-f865-4c5a-a294-e981e0a084f8" ipAddress: "172.22.0.6" hostName: "ozonesecure-mr_datanode_1.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "877e64d7-f865-4c5a-a294-e981e0a084f8" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -8683392152775603110 leastSigBits: -6731498798983379720 } } datanode { uuid: "747bca16-6efe-4238-90c7-e123de650676" ipAddress: "172.22.0.8" hostName: "ozonesecure-mr_datanode_2.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "747bca16-6efe-4238-90c7-e123de650676" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8393524528235299384 leastSigBits: -8014189467711240586 } } datanode { uuid: "7afa0d09-2fb8-4bbc-842c-5e7452f62d95" ipAddress: "172.22.0.10" hostName: "ozonesecure-mr_datanode_3.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "7afa0d09-2fb8-4bbc-842c-5e7452f62d95" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8861409549911346108 leastSigBits: -8922652908026712683 } } cmdId: 1653657989728 priority: 1 priority: 0 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
