2022-08-22 01:18:40,434 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=GET_VERSION null | ret=SUCCESS |  
2022-08-22 01:18:40,517 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=GET_VERSION null | ret=SUCCESS |  
2022-08-22 01:18:42,794 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {datanodeDetails=3c60044e-b181-445f-8fa2-782a9e9eb45c{ip: 172.25.0.104, host: d60fa041091d, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 1171021466938, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-08-22 01:18:42,917 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {datanodeDetails=61e48a95-a5d7-43eb-addf-1603d4744f3f{ip: 172.25.0.102, host: ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 1171297874022, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-08-22 01:18:42,957 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=GET_VERSION null | ret=SUCCESS |  
2022-08-22 01:18:44,266 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3c60044e-b181-445f-8fa2-782a9e9eb45c, command=[]} | ret=SUCCESS |  
2022-08-22 01:18:44,783 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=61e48a95-a5d7-43eb-addf-1603d4744f3f, command=[]} | ret=SUCCESS |  
2022-08-22 01:18:46,313 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {datanodeDetails=3100efb7-0525-45d4-a0fd-e73779181107{ip: 172.25.0.103, host: ozonesecure-ha_datanode2_1.ozonesecure-ha_ozone_net, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 1174539974108, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-08-22 01:18:46,433 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=61e48a95-a5d7-43eb-addf-1603d4744f3f, command=[]} | ret=SUCCESS |  
2022-08-22 01:18:48,312 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3100efb7-0525-45d4-a0fd-e73779181107, command=[]} | ret=SUCCESS |  
2022-08-22 01:18:49,980 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3100efb7-0525-45d4-a0fd-e73779181107, command=[]} | ret=SUCCESS |  
2022-08-22 01:18:50,852 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3100efb7-0525-45d4-a0fd-e73779181107, command=[]} | ret=SUCCESS |  
2022-08-22 01:18:52,353 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=61e48a95-a5d7-43eb-addf-1603d4744f3f, command=[]} | ret=SUCCESS |  
2022-08-22 01:18:55,480 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3c60044e-b181-445f-8fa2-782a9e9eb45c, command=[]} | ret=SUCCESS |  
2022-08-22 01:18:55,764 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3100efb7-0525-45d4-a0fd-e73779181107, command=[]} | ret=SUCCESS |  
2022-08-22 01:18:57,410 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=3100efb7-0525-45d4-a0fd-e73779181107, command=[]} | ret=SUCCESS |  
2022-08-22 01:18:58,553 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=61e48a95-a5d7-43eb-addf-1603d4744f3f, command=[]} | ret=SUCCESS |  
