2022-11-28 18:59:08,341 | INFO  | OMAudit | user=hadoop | ip=10.5.0.72 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2022-11-28 18:59:18,705 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2022-11-28 18:59:19,157 | ERROR | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_VOLUME {volume=vol1} | ret=FAILURE | VOLUME_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Volume vol1 is not found
	at org.apache.hadoop.ozone.om.VolumeManagerImpl.getVolumeInfo(VolumeManagerImpl.java:61)
	at org.apache.hadoop.ozone.om.OzoneManager.getVolumeInfo(OzoneManager.java:2621) 
2022-11-28 18:59:19,423 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=vol1, creationTime=1669661959268, modificationTime=1669661959268, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854775552, updateID=1} | ret=SUCCESS |  
2022-11-28 18:59:19,457 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-28 18:59:19,488 | ERROR | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=FAILURE | BUCKET_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Bucket not found
	at org.apache.hadoop.ozone.om.BucketManagerImpl.getBucketInfo(BucketManagerImpl.java:80)
	at org.apache.hadoop.ozone.om.OzoneManager.getBucketInfo(OzoneManager.java:2800) 
2022-11-28 18:59:19,714 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=CREATE_BUCKET {volume=vol1, bucket=bucket1, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:hadoop:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1669661959691, bucketEncryptionKey=null, modificationTime=1669661959691, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-11-28 18:59:19,719 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-28 18:59:19,733 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-28 18:59:19,916 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-28 18:59:20,473 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=Wg7YkUmiRq/0, dataSize=10240, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-11-28 18:59:25,596 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=Wg7YkUmiRq/0, dataSize=10240, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-11-28 18:59:32,265 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2022-11-28 18:59:32,818 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-28 18:59:32,851 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-28 18:59:33,260 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_KEY {volume=vol1, bucket=bucket1, key=Wg7YkUmiRq/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2022-11-28 18:59:33,338 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-28 18:59:33,342 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-28 18:59:33,394 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_KEY {volume=vol1, bucket=bucket1, key=Wg7YkUmiRq/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2022-11-28 18:59:36,184 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-28 18:59:36,189 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-28 18:59:36,201 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_KEY {volume=vol1, bucket=bucket1, key=Wg7YkUmiRq/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2022-11-28 19:00:15,936 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2022-11-28 19:00:16,488 | ERROR | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_VOLUME {volume=recon} | ret=FAILURE | VOLUME_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Volume recon is not found
	at org.apache.hadoop.ozone.om.VolumeManagerImpl.getVolumeInfo(VolumeManagerImpl.java:61)
	at org.apache.hadoop.ozone.om.OzoneManager.getVolumeInfo(OzoneManager.java:2621) 
2022-11-28 19:00:16,610 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=recon, creationTime=1669662016603, modificationTime=1669662016603, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854772992, updateID=11} | ret=SUCCESS |  
2022-11-28 19:00:16,618 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_VOLUME {volume=recon} | ret=SUCCESS |  
2022-11-28 19:00:16,638 | ERROR | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_BUCKET {volume=recon, bucket=api} | ret=FAILURE | BUCKET_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Bucket not found
	at org.apache.hadoop.ozone.om.BucketManagerImpl.getBucketInfo(BucketManagerImpl.java:80)
	at org.apache.hadoop.ozone.om.OzoneManager.getBucketInfo(OzoneManager.java:2800) 
2022-11-28 19:00:16,669 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=CREATE_BUCKET {volume=recon, bucket=api, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:hadoop:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1669662016665, bucketEncryptionKey=null, modificationTime=1669662016665, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-11-28 19:00:16,677 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_VOLUME {volume=recon} | ret=SUCCESS |  
2022-11-28 19:00:16,681 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_BUCKET {volume=recon, bucket=api} | ret=SUCCESS |  
2022-11-28 19:00:16,721 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_BUCKET {volume=recon, bucket=api} | ret=SUCCESS |  
2022-11-28 19:00:16,774 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=ALLOCATE_KEY {volume=recon, bucket=api, key=ockg/0, dataSize=1025, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-11-28 19:00:20,788 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=COMMIT_KEY {volume=recon, bucket=api, key=ockg/0, dataSize=1025, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-11-28 19:00:20,803 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_BUCKET {volume=recon, bucket=api} | ret=SUCCESS |  
2022-11-28 19:00:20,822 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=ALLOCATE_KEY {volume=recon, bucket=api, key=ockg/1, dataSize=1025, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-11-28 19:00:21,109 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=COMMIT_KEY {volume=recon, bucket=api, key=ockg/1, dataSize=1025, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-11-28 19:00:21,117 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_BUCKET {volume=recon, bucket=api} | ret=SUCCESS |  
2022-11-28 19:00:21,127 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=ALLOCATE_KEY {volume=recon, bucket=api, key=ockg/2, dataSize=1025, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-11-28 19:00:21,227 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=COMMIT_KEY {volume=recon, bucket=api, key=ockg/2, dataSize=1025, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-11-28 19:00:21,233 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_BUCKET {volume=recon, bucket=api} | ret=SUCCESS |  
2022-11-28 19:00:21,243 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=ALLOCATE_KEY {volume=recon, bucket=api, key=ockg/3, dataSize=1025, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-11-28 19:00:21,341 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=COMMIT_KEY {volume=recon, bucket=api, key=ockg/3, dataSize=1025, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-11-28 19:00:21,349 | INFO  | OMAudit | user=hadoop | ip=10.5.0.71 | op=READ_BUCKET {volume=recon, bucket=api} | ret=SUCCESS |  
