2022-08-21 13:01:43,050 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2022-08-21 13:19:40,399 OK[op=GET_METADATA, key=key1, user=om] 
2022-08-21 13:19:40,690 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2022-08-21 13:19:49,044 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:19:50,995 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=10306ms] 
2022-08-21 13:19:59,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10949ms] 
2022-08-21 13:34:35,576 OK[op=GET_METADATA, key=key1, user=om] 
2022-08-21 13:34:53,480 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:35:03,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10513ms] 
2022-08-21 13:35:53,871 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:36:03,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10122ms] 
2022-08-21 13:36:55,875 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:37:05,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10118ms] 
2022-08-21 13:37:57,702 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:38:07,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10291ms] 
2022-08-21 13:38:58,720 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:39:08,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10273ms] 
2022-08-21 13:39:53,002 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:40:03,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10991ms] 
2022-08-21 13:40:53,782 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:41:03,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10211ms] 
2022-08-21 13:41:55,001 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:42:05,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10992ms] 
2022-08-21 13:42:56,754 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:43:06,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10239ms] 
2022-08-21 13:44:04,011 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:44:14,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10982ms] 
2022-08-21 13:45:08,832 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:45:18,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10161ms] 
2022-08-21 13:46:09,690 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:46:19,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10303ms] 
2022-08-21 13:47:10,499 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:47:20,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10494ms] 
2022-08-21 13:48:12,580 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:48:22,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10413ms] 
2022-08-21 13:49:15,992 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:49:25,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10001ms] 
2022-08-21 13:50:16,151 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:50:26,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10842ms] 
2022-08-21 13:51:16,568 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:51:26,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10425ms] 
2022-08-21 13:52:17,073 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-08-21 13:52:27,993 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10920ms] 
2022-08-21 13:53:19,310 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
