2022-10-19 21:46:06,636 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[bucket-ozone-test-4901091229]} | ret=SUCCESS |  
2022-10-19 21:46:45,999 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg83]} | ret=SUCCESS |  
2022-10-19 21:46:46,019 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg86]} | ret=SUCCESS |  
2022-10-19 21:46:46,020 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg87]} | ret=SUCCESS |  
2022-10-19 21:46:46,028 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg76]} | ret=SUCCESS |  
2022-10-19 21:46:46,028 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg84]} | ret=SUCCESS |  
2022-10-19 21:46:46,029 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg85]} | ret=SUCCESS |  
2022-10-19 21:46:46,034 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg81]} | ret=SUCCESS |  
2022-10-19 21:46:46,035 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg77]} | ret=SUCCESS |  
2022-10-19 21:46:46,117 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg90]} | ret=SUCCESS |  
2022-10-19 21:46:46,135 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg91]} | ret=SUCCESS |  
2022-10-19 21:46:46,157 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg92]} | ret=SUCCESS |  
2022-10-19 21:46:46,168 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg93]} | ret=SUCCESS |  
2022-10-19 21:46:46,173 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg97]} | ret=SUCCESS |  
2022-10-19 21:46:46,183 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg88]} | ret=SUCCESS |  
2022-10-19 21:46:46,198 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg89]} | ret=SUCCESS |  
2022-10-19 21:46:46,199 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg96]} | ret=SUCCESS |  
2022-10-19 21:46:46,214 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg95]} | ret=SUCCESS |  
2022-10-19 21:46:46,215 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg94]} | ret=SUCCESS |  
2022-10-19 21:46:46,229 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg98]} | ret=SUCCESS |  
2022-10-19 21:46:46,229 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[s3bg99]} | ret=SUCCESS |  
2022-10-19 21:46:49,092 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_BUCKET {bucket=[bucket-ozone-test-6820960940]} | ret=SUCCESS |  
2022-10-19 21:46:49,696 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=INIT_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[multipart/adjusted_length_ozone-test-4187876980], uploads=[]} | ret=SUCCESS |  
2022-10-19 21:46:50,608 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[multipart/adjusted_length_ozone-test-4187876980], uploadId=[5d8da787-0648-4ab7-b344-ec1abde4fedd-109197132410126358], partNumber=[1]} | ret=SUCCESS |  
2022-10-19 21:46:51,303 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[multipart/adjusted_length_ozone-test-4187876980], uploadId=[5d8da787-0648-4ab7-b344-ec1abde4fedd-109197132410126358], partNumber=[2]} | ret=SUCCESS |  
2022-10-19 21:46:51,880 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=COMPLETE_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[multipart/adjusted_length_ozone-test-4187876980], uploadId=[5d8da787-0648-4ab7-b344-ec1abde4fedd-109197132410126358]} | ret=SUCCESS |  
2022-10-19 21:46:52,415 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=GET_KEY {bucket=[bucket-ozone-test-6820960940], path=[multipart/adjusted_length_ozone-test-4187876980]} | ret=SUCCESS |  
2022-10-19 21:46:53,130 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=INIT_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-4978320096/multipartKey], uploads=[]} | ret=SUCCESS |  
2022-10-19 21:46:53,714 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=INIT_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-4978320096/multipartKey], uploads=[]} | ret=SUCCESS |  
2022-10-19 21:46:54,537 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-4978320096/multipartKey], uploadId=[fa4d60f1-a7d8-4349-8861-a432ec717a95-109197132674367514], partNumber=[1]} | ret=SUCCESS |  
2022-10-19 21:46:55,490 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-4978320096/multipartKey], uploadId=[fa4d60f1-a7d8-4349-8861-a432ec717a95-109197132674367514], partNumber=[1]} | ret=SUCCESS |  
2022-10-19 21:46:56,095 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=INIT_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-4009763868/multipartKey1], uploads=[]} | ret=SUCCESS |  
2022-10-19 21:46:56,954 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-4009763868/multipartKey1], uploadId=[3f5e68fa-3c7c-4400-828f-064572259fd7-109197132830277661], partNumber=[1]} | ret=SUCCESS |  
2022-10-19 21:46:57,675 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-4009763868/multipartKey1], uploadId=[3f5e68fa-3c7c-4400-828f-064572259fd7-109197132830277661], partNumber=[2]} | ret=SUCCESS |  
2022-10-19 21:46:58,272 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=COMPLETE_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-4009763868/multipartKey1], uploadId=[3f5e68fa-3c7c-4400-828f-064572259fd7-109197132830277661]} | ret=SUCCESS |  
2022-10-19 21:46:58,809 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=GET_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-4009763868/multipartKey1]} | ret=SUCCESS |  
2022-10-19 21:46:59,517 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=INIT_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-6007073207/multipartKey2], uploads=[]} | ret=SUCCESS |  
2022-10-19 21:47:00,206 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-6007073207/multipartKey2], uploadId=[0355f174-2776-434b-a9ef-c9666704e64f-109197133054672928], partNumber=[1]} | ret=SUCCESS |  
2022-10-19 21:47:00,884 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-6007073207/multipartKey2], uploadId=[0355f174-2776-434b-a9ef-c9666704e64f-109197133054672928], partNumber=[2]} | ret=SUCCESS |  
2022-10-19 21:47:01,470 | ERROR | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=COMPLETE_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-6007073207/multipartKey2], uploadId=[0355f174-2776-434b-a9ef-c9666704e64f-109197133054672928]} | ret=FAILURE | ENTITY_TOO_SMALL org.apache.hadoop.ozone.om.exceptions.OMException: Complete Multipart Upload Failed: volume: s3v bucket: bucket-ozone-test-6820960940 key: ozone-test-6007073207/multipartKey2. Entity too small.
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.handleError(OzoneManagerProtocolClientSideTranslatorPB.java:701)
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.completeMultipartUpload(OzoneManagerProtocolClientSideTranslatorPB.java:1331) 
2022-10-19 21:47:02,004 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=INIT_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-0568039703/multipartKey3], uploads=[]} | ret=SUCCESS |  
2022-10-19 21:47:02,590 | ERROR | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=COMPLETE_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-0568039703/multipartKey3], uploadId=[286c0c15-9bfb-4891-8794-16ccefb12874-109197133217660963]} | ret=FAILURE | INVALID_PART org.apache.hadoop.ozone.om.exceptions.OMException: Complete Multipart Upload Failed: volume: s3v bucket: bucket-ozone-test-6820960940 key: ozone-test-0568039703/multipartKey3
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.handleError(OzoneManagerProtocolClientSideTranslatorPB.java:701)
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.completeMultipartUpload(OzoneManagerProtocolClientSideTranslatorPB.java:1331) 
2022-10-19 21:47:03,149 | ERROR | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=COMPLETE_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-0568039703/multipartKey3], uploadId=[286c0c15-9bfb-4891-8794-16ccefb12874-109197133217660963]} | ret=FAILURE | INVALID_PART org.apache.hadoop.ozone.om.exceptions.OMException: Complete Multipart Upload Failed: volume: s3v bucket: bucket-ozone-test-6820960940 key: ozone-test-0568039703/multipartKey3
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.handleError(OzoneManagerProtocolClientSideTranslatorPB.java:701)
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.completeMultipartUpload(OzoneManagerProtocolClientSideTranslatorPB.java:1331) 
2022-10-19 21:47:04,013 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-0568039703/multipartKey3], uploadId=[286c0c15-9bfb-4891-8794-16ccefb12874-109197133217660963], partNumber=[1]} | ret=SUCCESS |  
2022-10-19 21:47:04,877 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-0568039703/multipartKey3], uploadId=[286c0c15-9bfb-4891-8794-16ccefb12874-109197133217660963], partNumber=[2]} | ret=SUCCESS |  
2022-10-19 21:47:05,555 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-0568039703/multipartKey3], uploadId=[286c0c15-9bfb-4891-8794-16ccefb12874-109197133217660963], partNumber=[3]} | ret=SUCCESS |  
2022-10-19 21:47:06,144 | ERROR | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=COMPLETE_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-0568039703/multipartKey3], uploadId=[286c0c15-9bfb-4891-8794-16ccefb12874-109197133217660963]} | ret=FAILURE | INVALID_PART org.apache.hadoop.ozone.om.exceptions.OMException: Complete Multipart Upload Failed: volume: s3v bucket: bucket-ozone-test-6820960940 key: ozone-test-0568039703/multipartKey3. Provided Part info is { etag1, 1}, whereas OM has partName /s3v/bucket-ozone-test-6820960940/ozone-test-0568039703/multipartKey3-286c0c15-9bfb-4891-8794-16ccefb12874-109197133217660963-1
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.handleError(OzoneManagerProtocolClientSideTranslatorPB.java:701)
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.completeMultipartUpload(OzoneManagerProtocolClientSideTranslatorPB.java:1331) 
2022-10-19 21:47:06,691 | ERROR | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=COMPLETE_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-0568039703/multipartKey3], uploadId=[286c0c15-9bfb-4891-8794-16ccefb12874-109197133217660963]} | ret=FAILURE | INVALID_PART org.apache.hadoop.ozone.om.exceptions.OMException: Complete Multipart Upload Failed: volume: s3v bucket: bucket-ozone-test-6820960940 key: ozone-test-0568039703/multipartKey3. Provided Part info is { etag2, 2}, whereas OM has partName /s3v/bucket-ozone-test-6820960940/ozone-test-0568039703/multipartKey3-286c0c15-9bfb-4891-8794-16ccefb12874-109197133217660963-2
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.handleError(OzoneManagerProtocolClientSideTranslatorPB.java:701)
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.completeMultipartUpload(OzoneManagerProtocolClientSideTranslatorPB.java:1331) 
2022-10-19 21:47:07,248 | ERROR | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=COMPLETE_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-0568039703/multipartKey3], uploadId=[286c0c15-9bfb-4891-8794-16ccefb12874-109197133217660963]} | ret=FAILURE | INVALID_PART_ORDER org.apache.hadoop.ozone.om.exceptions.OMException: Complete Multipart Upload Failed: volume: s3v bucket: bucket-ozone-test-6820960940 key: ozone-test-0568039703/multipartKey3 because parts are in Invalid order.
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.handleError(OzoneManagerProtocolClientSideTranslatorPB.java:701)
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.completeMultipartUpload(OzoneManagerProtocolClientSideTranslatorPB.java:1331) 
2022-10-19 21:47:07,819 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=COMPLETE_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-0568039703/multipartKey3], uploadId=[286c0c15-9bfb-4891-8794-16ccefb12874-109197133217660963]} | ret=SUCCESS |  
2022-10-19 21:47:08,376 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=GET_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-0568039703/multipartKey3]} | ret=SUCCESS |  
2022-10-19 21:47:09,073 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=INIT_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-5333396190/multipartKey4], uploads=[]} | ret=SUCCESS |  
2022-10-19 21:47:10,203 | ERROR | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=ABORT_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-1762144644/multipartKey5], uploadId=[random]} | ret=FAILURE | org.apache.hadoop.ozone.s3.exception.OS3Exception
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:139)
	at org.apache.hadoop.ozone.s3.endpoint.ObjectEndpoint.abortMultipartUpload(ObjectEndpoint.java:501) 
2022-10-19 21:47:10,784 | ERROR | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-0101771442/multipartKey], uploadId=[random], partNumber=[1]} | ret=FAILURE | org.apache.hadoop.ozone.s3.exception.OS3Exception
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:139)
	at org.apache.hadoop.ozone.s3.endpoint.ObjectEndpoint.createMultipartKey(ObjectEndpoint.java:810) 
2022-10-19 21:47:11,336 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=INIT_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-9352014066/multipartKey5], uploads=[]} | ret=SUCCESS |  
2022-10-19 21:47:12,382 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-9352014066/multipartKey5], uploadId=[3e9dcfc7-92b6-4a28-9b94-5beddcd7eab0-109197133828849705], partNumber=[1]} | ret=SUCCESS |  
2022-10-19 21:47:13,101 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-9352014066/multipartKey5], uploadId=[3e9dcfc7-92b6-4a28-9b94-5beddcd7eab0-109197133828849705], partNumber=[2]} | ret=SUCCESS |  
2022-10-19 21:47:13,668 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=LIST_PARTS {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-9352014066/multipartKey5], uploadId=[3e9dcfc7-92b6-4a28-9b94-5beddcd7eab0-109197133828849705]} | ret=SUCCESS |  
2022-10-19 21:47:14,287 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=LIST_PARTS {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-9352014066/multipartKey5], uploadId=[3e9dcfc7-92b6-4a28-9b94-5beddcd7eab0-109197133828849705]} | ret=SUCCESS |  
2022-10-19 21:47:14,895 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=LIST_PARTS {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-9352014066/multipartKey5], uploadId=[3e9dcfc7-92b6-4a28-9b94-5beddcd7eab0-109197133828849705]} | ret=SUCCESS |  
2022-10-19 21:47:16,119 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=INIT_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[mpyawscli], uploads=[]} | ret=SUCCESS |  
2022-10-19 21:47:16,884 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[mpyawscli], uploadId=[8433ead7-9bd2-46dc-8d40-74c7722cfe72-109197134142701612], partNumber=[3]} | ret=SUCCESS |  
2022-10-19 21:47:16,937 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[mpyawscli], uploadId=[8433ead7-9bd2-46dc-8d40-74c7722cfe72-109197134142701612], partNumber=[2]} | ret=SUCCESS |  
2022-10-19 21:47:16,975 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[mpyawscli], uploadId=[8433ead7-9bd2-46dc-8d40-74c7722cfe72-109197134142701612], partNumber=[1]} | ret=SUCCESS |  
2022-10-19 21:47:17,019 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=COMPLETE_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[mpyawscli], uploadId=[8433ead7-9bd2-46dc-8d40-74c7722cfe72-109197134142701612]} | ret=SUCCESS |  
2022-10-19 21:47:17,562 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=HEAD_KEY {bucket=[bucket-ozone-test-6820960940], path=[mpyawscli]} | ret=SUCCESS |  
2022-10-19 21:47:17,588 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=GET_KEY {bucket=[bucket-ozone-test-6820960940], path=[mpyawscli]} | ret=SUCCESS |  
2022-10-19 21:47:17,594 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=GET_KEY {bucket=[bucket-ozone-test-6820960940], path=[mpyawscli]} | ret=SUCCESS |  
2022-10-19 21:47:17,653 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=GET_KEY {bucket=[bucket-ozone-test-6820960940], path=[mpyawscli]} | ret=SUCCESS |  
2022-10-19 21:47:18,490 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=DELETE_KEY {bucket=[bucket-ozone-test-6820960940], path=[mpyawscli]} | ret=SUCCESS |  
2022-10-19 21:47:19,268 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-9541661191/copytest/source]} | ret=SUCCESS |  
2022-10-19 21:47:20,078 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=INIT_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-9541661191/copytest/destination], uploads=[]} | ret=SUCCESS |  
2022-10-19 21:47:20,959 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-9541661191/copytest/destination], uploadId=[1dd2c3a9-c79f-4536-b6a5-1e993396d638-109197134401962033], partNumber=[1]} | ret=SUCCESS |  
2022-10-19 21:47:21,618 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=COMPLETE_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-9541661191/copytest/destination], uploadId=[1dd2c3a9-c79f-4536-b6a5-1e993396d638-109197134401962033]} | ret=SUCCESS |  
2022-10-19 21:47:22,146 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=GET_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-9541661191/copytest/destination]} | ret=SUCCESS |  
2022-10-19 21:47:23,140 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-6120008111/copyrange/source]} | ret=SUCCESS |  
2022-10-19 21:47:23,865 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=INIT_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-6120008111/copyrange/destination], uploads=[]} | ret=SUCCESS |  
2022-10-19 21:47:25,065 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-6120008111/copyrange/destination], uploadId=[f59894f0-be62-48de-84bc-7da37366e08d-109197134650081332], partNumber=[1]} | ret=SUCCESS |  
2022-10-19 21:47:25,862 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-6120008111/copyrange/destination], uploadId=[f59894f0-be62-48de-84bc-7da37366e08d-109197134650081332], partNumber=[2]} | ret=SUCCESS |  
2022-10-19 21:47:26,455 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=COMPLETE_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-6120008111/copyrange/destination], uploadId=[f59894f0-be62-48de-84bc-7da37366e08d-109197134650081332]} | ret=SUCCESS |  
2022-10-19 21:47:26,990 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=GET_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-6120008111/copyrange/destination]} | ret=SUCCESS |  
2022-10-19 21:47:27,968 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-3046380862/copyrange/source]} | ret=SUCCESS |  
2022-10-19 21:47:28,748 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=INIT_MULTIPART_UPLOAD {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-3046380862/copyrange/destination], uploads=[]} | ret=SUCCESS |  
2022-10-19 21:47:29,311 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=HEAD_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-3046380862/copyrange/source]} | ret=SUCCESS |  
2022-10-19 21:47:31,499 | ERROR | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-3046380862/copyrange/destination], uploadId=[8c21dc04-fd55-4925-9246-92e420766ba0-109197134970159160], partNumber=[1]} | ret=FAILURE | org.apache.hadoop.ozone.s3.exception.OS3Exception
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:139)
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:126) 
2022-10-19 21:47:32,048 | ERROR | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-3046380862/copyrange/destination], uploadId=[8c21dc04-fd55-4925-9246-92e420766ba0-109197134970159160], partNumber=[2]} | ret=FAILURE | org.apache.hadoop.ozone.s3.exception.OS3Exception
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:139)
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:126) 
2022-10-19 21:47:33,015 | INFO  | S3GAudit | user=dlfknslnfslf | ip=172.18.0.3 | op=CREATE_MULTIPART_KEY {bucket=[bucket-ozone-test-6820960940], path=[ozone-test-3046380862/copyrange/destination], uploadId=[8c21dc04-fd55-4925-9246-92e420766ba0-109197134970159160], partNumber=[1]} | ret=SUCCESS |  
