2022-10-04 09:50:11,293 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2022-10-04 10:07:04,007 OK[op=GET_METADATA, key=key1, user=om] 
2022-10-04 10:07:04,401 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2022-10-04 10:07:12,417 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:07:14,840 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=10439ms] 
2022-10-04 10:07:22,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10421ms] 
2022-10-04 10:20:09,086 OK[op=GET_METADATA, key=key1, user=om] 
2022-10-04 10:20:25,714 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:20:35,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10124ms] 
2022-10-04 10:21:26,184 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:21:36,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10654ms] 
2022-10-04 10:22:26,793 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:22:36,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10045ms] 
2022-10-04 10:23:28,041 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:23:38,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10797ms] 
2022-10-04 10:24:31,554 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:24:41,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10283ms] 
2022-10-04 10:25:25,402 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:25:35,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10435ms] 
2022-10-04 10:26:26,313 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:26:36,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10524ms] 
2022-10-04 10:27:26,921 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=1ms] 
2022-10-04 10:27:37,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10917ms] 
2022-10-04 10:28:29,241 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:28:39,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10596ms] 
2022-10-04 10:29:33,180 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:29:43,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10658ms] 
2022-10-04 10:30:41,899 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:30:52,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10938ms] 
2022-10-04 10:31:42,972 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:31:53,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10866ms] 
2022-10-04 10:32:43,377 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:32:53,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10460ms] 
2022-10-04 10:33:45,345 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:33:55,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10492ms] 
2022-10-04 10:34:52,497 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:35:02,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10341ms] 
2022-10-04 10:35:52,690 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:36:02,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10147ms] 
2022-10-04 10:36:53,479 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:37:03,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10358ms] 
2022-10-04 10:37:54,183 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:38:04,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10654ms] 
2022-10-04 10:38:54,342 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:39:04,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10495ms] 
2022-10-04 10:40:00,655 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:40:10,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10183ms] 
2022-10-04 10:41:00,979 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:41:11,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=10858ms] 
2022-10-04 10:43:03,154 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:43:13,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10683ms] 
2022-10-04 10:44:04,190 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:44:14,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10647ms] 
2022-10-04 10:45:05,856 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:45:16,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10981ms] 
2022-10-04 10:46:07,175 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:46:17,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10662ms] 
2022-10-04 10:47:10,850 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:47:21,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10988ms] 
2022-10-04 10:48:04,159 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:48:14,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10678ms] 
2022-10-04 10:49:05,110 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=1ms] 
2022-10-04 10:49:15,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10728ms] 
2022-10-04 10:50:06,981 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:50:17,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10857ms] 
2022-10-04 10:51:09,048 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:51:19,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10789ms] 
2022-10-04 10:52:12,331 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:52:22,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10507ms] 
2022-10-04 10:53:03,127 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:53:13,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10710ms] 
2022-10-04 10:54:04,054 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:54:14,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10783ms] 
2022-10-04 10:55:04,704 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:55:14,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10133ms] 
2022-10-04 10:56:07,456 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:56:17,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10381ms] 
2022-10-04 10:57:14,789 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:57:24,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10048ms] 
2022-10-04 10:58:03,146 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:58:13,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10691ms] 
2022-10-04 10:59:04,103 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 10:59:14,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10734ms] 
2022-10-04 11:00:05,454 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 11:00:15,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10383ms] 
2022-10-04 11:01:08,699 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 11:01:18,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10138ms] 
2022-10-04 11:02:12,947 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-10-04 11:02:23,838 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10890ms] 
2022-10-04 11:03:05,104 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
