2022-07-18 07:09:01,454 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2022-07-18 07:27:36,882 OK[op=GET_METADATA, key=key1, user=om] 
2022-07-18 07:27:37,206 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2022-07-18 09:02:34,220 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:02:44,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10147ms] 
2022-07-18 09:03:34,864 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:03:45,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10503ms] 
2022-07-18 09:04:36,680 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:04:47,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10687ms] 
2022-07-18 09:05:36,996 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:05:47,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10371ms] 
2022-07-18 09:06:42,330 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:06:52,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10037ms] 
2022-07-18 09:07:36,166 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:07:46,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10201ms] 
2022-07-18 09:08:36,556 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:08:47,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10811ms] 
2022-07-18 09:09:36,798 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:09:47,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10569ms] 
2022-07-18 09:10:39,308 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:10:49,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10059ms] 
2022-07-18 09:11:46,300 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:11:56,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10067ms] 
2022-07-18 09:12:36,294 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:12:46,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10073ms] 
2022-07-18 09:13:37,321 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:13:47,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10046ms] 
2022-07-18 09:14:38,510 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=1ms] 
2022-07-18 09:14:49,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10858ms] 
2022-07-18 09:15:39,374 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:15:50,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10993ms] 
2022-07-18 09:16:45,884 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:16:56,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10483ms] 
2022-07-18 09:17:54,521 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:18:05,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10846ms] 
2022-07-18 09:18:55,154 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=1ms] 
2022-07-18 09:19:05,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10214ms] 
2022-07-18 09:19:56,591 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:20:07,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10776ms] 
2022-07-18 09:20:59,058 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:21:09,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10309ms] 
2022-07-18 09:22:03,612 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:22:14,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10755ms] 
2022-07-18 09:23:11,984 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:23:22,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10383ms] 
2022-07-18 09:24:12,743 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:24:23,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10624ms] 
2022-07-18 09:25:14,698 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:25:25,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10669ms] 
2022-07-18 09:26:17,388 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:26:28,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10979ms] 
2022-07-18 09:27:19,764 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:27:30,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10603ms] 
2022-07-18 09:28:12,065 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-07-18 09:28:22,367 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=12, interval=10302ms] 
