2022-03-17 13:16:24,459 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {datanodeDetails=7df54ae8-69ed-47e7-bc45-d5e79a1f76bd{ip: 172.25.0.104, host: 7729317c535d, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 849580488727, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-03-17 13:16:24,503 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {datanodeDetails=72b2bced-615f-434e-bd0d-aec835f9ce4b{ip: 172.25.0.103, host: 38ba5378ef9c, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 851237910640, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-03-17 13:16:24,648 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {datanodeDetails=dd589c06-2196-4acd-9315-f3f8f04df737{ip: 172.25.0.102, host: a19666194153, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 849986293352, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-03-17 13:16:26,424 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=dd589c06-2196-4acd-9315-f3f8f04df737, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "63c7304c-4a4f-4e51-a2b2-57b04d6a0e6f" uuid128 { mostSigBits: 7189768434342645329 leastSigBits: -6723214878986072465 } } type: RATIS factor: THREE datanode { uuid: "7df54ae8-69ed-47e7-bc45-d5e79a1f76bd" ipAddress: "172.25.0.104" hostName: "ozonesecure-ha_datanode3_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "7df54ae8-69ed-47e7-bc45-d5e79a1f76bd" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 9076242986105128935 leastSigBits: -4880259430486149443 } } datanode { uuid: "72b2bced-615f-434e-bd0d-aec835f9ce4b" ipAddress: "172.25.0.103" hostName: "ozonesecure-ha_datanode2_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "72b2bced-615f-434e-bd0d-aec835f9ce4b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8264875993905185614 leastSigBits: -4824007450921677237 } } datanode { uuid: "dd589c06-2196-4acd-9315-f3f8f04df737" ipAddress: "172.25.0.102" hostName: "ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "dd589c06-2196-4acd-9315-f3f8f04df737" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2497074443229705523 leastSigBits: -7848098525114140873 } } cmdId: 1647522984217 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "68b0064f-7e36-41b0-bc44-a34024e41d03" uuid128 { mostSigBits: 7543536314335248816 leastSigBits: -4880596600270611197 } } type: RATIS factor: ONE datanode { uuid: "dd589c06-2196-4acd-9315-f3f8f04df737" ipAddress: "172.25.0.102" hostName: "ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "dd589c06-2196-4acd-9315-f3f8f04df737" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2497074443229705523 leastSigBits: -7848098525114140873 } } cmdId: 1647522984218 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "4f3b1675-badd-4afc-9bc6-238ec753779c" uuid128 { mostSigBits: 5709181647524285180 leastSigBits: -7222045856305547364 } } type: RATIS factor: THREE datanode { uuid: "7df54ae8-69ed-47e7-bc45-d5e79a1f76bd" ipAddress: "172.25.0.104" hostName: "ozonesecure-ha_datanode3_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "7df54ae8-69ed-47e7-bc45-d5e79a1f76bd" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 9076242986105128935 leastSigBits: -4880259430486149443 } } datanode { uuid: "dd589c06-2196-4acd-9315-f3f8f04df737" ipAddress: "172.25.0.102" hostName: "ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "dd589c06-2196-4acd-9315-f3f8f04df737" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2497074443229705523 leastSigBits: -7848098525114140873 } } datanode { uuid: "72b2bced-615f-434e-bd0d-aec835f9ce4b" ipAddress: "172.25.0.103" hostName: "ozonesecure-ha_datanode2_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "72b2bced-615f-434e-bd0d-aec835f9ce4b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8264875993905185614 leastSigBits: -4824007450921677237 } } cmdId: 1647522984219 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
2022-03-17 13:16:26,503 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=72b2bced-615f-434e-bd0d-aec835f9ce4b, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "63c7304c-4a4f-4e51-a2b2-57b04d6a0e6f" uuid128 { mostSigBits: 7189768434342645329 leastSigBits: -6723214878986072465 } } type: RATIS factor: THREE datanode { uuid: "7df54ae8-69ed-47e7-bc45-d5e79a1f76bd" ipAddress: "172.25.0.104" hostName: "ozonesecure-ha_datanode3_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "7df54ae8-69ed-47e7-bc45-d5e79a1f76bd" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 9076242986105128935 leastSigBits: -4880259430486149443 } } datanode { uuid: "72b2bced-615f-434e-bd0d-aec835f9ce4b" ipAddress: "172.25.0.103" hostName: "ozonesecure-ha_datanode2_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "72b2bced-615f-434e-bd0d-aec835f9ce4b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8264875993905185614 leastSigBits: -4824007450921677237 } } datanode { uuid: "dd589c06-2196-4acd-9315-f3f8f04df737" ipAddress: "172.25.0.102" hostName: "ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "dd589c06-2196-4acd-9315-f3f8f04df737" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2497074443229705523 leastSigBits: -7848098525114140873 } } cmdId: 1647522984217 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "4f3b1675-badd-4afc-9bc6-238ec753779c" uuid128 { mostSigBits: 5709181647524285180 leastSigBits: -7222045856305547364 } } type: RATIS factor: THREE datanode { uuid: "7df54ae8-69ed-47e7-bc45-d5e79a1f76bd" ipAddress: "172.25.0.104" hostName: "ozonesecure-ha_datanode3_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "7df54ae8-69ed-47e7-bc45-d5e79a1f76bd" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 9076242986105128935 leastSigBits: -4880259430486149443 } } datanode { uuid: "dd589c06-2196-4acd-9315-f3f8f04df737" ipAddress: "172.25.0.102" hostName: "ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "dd589c06-2196-4acd-9315-f3f8f04df737" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2497074443229705523 leastSigBits: -7848098525114140873 } } datanode { uuid: "72b2bced-615f-434e-bd0d-aec835f9ce4b" ipAddress: "172.25.0.103" hostName: "ozonesecure-ha_datanode2_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "72b2bced-615f-434e-bd0d-aec835f9ce4b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8264875993905185614 leastSigBits: -4824007450921677237 } } cmdId: 1647522984219 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "b6ae8597-fdf7-46b0-be7a-b02372177bed" uuid128 { mostSigBits: -5283138425011616080 leastSigBits: -4721267593060058131 } } type: RATIS factor: ONE datanode { uuid: "72b2bced-615f-434e-bd0d-aec835f9ce4b" ipAddress: "172.25.0.103" hostName: "ozonesecure-ha_datanode2_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "72b2bced-615f-434e-bd0d-aec835f9ce4b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8264875993905185614 leastSigBits: -4824007450921677237 } } cmdId: 1647522984220 priority: 1 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
2022-03-17 13:16:26,535 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7df54ae8-69ed-47e7-bc45-d5e79a1f76bd, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "7473f87f-52fc-41ba-a886-3c81f87fc707" uuid128 { mostSigBits: 8391323756458164666 leastSigBits: -6303284099540859129 } } type: RATIS factor: ONE datanode { uuid: "7df54ae8-69ed-47e7-bc45-d5e79a1f76bd" ipAddress: "172.25.0.104" hostName: "ozonesecure-ha_datanode3_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "7df54ae8-69ed-47e7-bc45-d5e79a1f76bd" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 9076242986105128935 leastSigBits: -4880259430486149443 } } cmdId: 1647522984216 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "63c7304c-4a4f-4e51-a2b2-57b04d6a0e6f" uuid128 { mostSigBits: 7189768434342645329 leastSigBits: -6723214878986072465 } } type: RATIS factor: THREE datanode { uuid: "7df54ae8-69ed-47e7-bc45-d5e79a1f76bd" ipAddress: "172.25.0.104" hostName: "ozonesecure-ha_datanode3_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "7df54ae8-69ed-47e7-bc45-d5e79a1f76bd" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 9076242986105128935 leastSigBits: -4880259430486149443 } } datanode { uuid: "72b2bced-615f-434e-bd0d-aec835f9ce4b" ipAddress: "172.25.0.103" hostName: "ozonesecure-ha_datanode2_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "72b2bced-615f-434e-bd0d-aec835f9ce4b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8264875993905185614 leastSigBits: -4824007450921677237 } } datanode { uuid: "dd589c06-2196-4acd-9315-f3f8f04df737" ipAddress: "172.25.0.102" hostName: "ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "dd589c06-2196-4acd-9315-f3f8f04df737" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2497074443229705523 leastSigBits: -7848098525114140873 } } cmdId: 1647522984217 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "4f3b1675-badd-4afc-9bc6-238ec753779c" uuid128 { mostSigBits: 5709181647524285180 leastSigBits: -7222045856305547364 } } type: RATIS factor: THREE datanode { uuid: "7df54ae8-69ed-47e7-bc45-d5e79a1f76bd" ipAddress: "172.25.0.104" hostName: "ozonesecure-ha_datanode3_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "7df54ae8-69ed-47e7-bc45-d5e79a1f76bd" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 9076242986105128935 leastSigBits: -4880259430486149443 } } datanode { uuid: "dd589c06-2196-4acd-9315-f3f8f04df737" ipAddress: "172.25.0.102" hostName: "ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "dd589c06-2196-4acd-9315-f3f8f04df737" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2497074443229705523 leastSigBits: -7848098525114140873 } } datanode { uuid: "72b2bced-615f-434e-bd0d-aec835f9ce4b" ipAddress: "172.25.0.103" hostName: "ozonesecure-ha_datanode2_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "72b2bced-615f-434e-bd0d-aec835f9ce4b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 8264875993905185614 leastSigBits: -4824007450921677237 } } cmdId: 1647522984219 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
2022-03-17 13:16:27,934 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=dd589c06-2196-4acd-9315-f3f8f04df737, command=[]} | ret=SUCCESS |  
2022-03-17 13:16:32,228 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7df54ae8-69ed-47e7-bc45-d5e79a1f76bd, command=[]} | ret=SUCCESS |  
2022-03-17 13:16:34,296 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=dd589c06-2196-4acd-9315-f3f8f04df737, command=[]} | ret=SUCCESS |  
2022-03-17 13:16:34,298 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=dd589c06-2196-4acd-9315-f3f8f04df737, command=[]} | ret=SUCCESS |  
2022-03-17 13:16:36,319 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=72b2bced-615f-434e-bd0d-aec835f9ce4b, command=[]} | ret=SUCCESS |  
