2022-03-17 13:16:24,459 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {datanodeDetails=7df54ae8-69ed-47e7-bc45-d5e79a1f76bd{ip: 172.25.0.104, host: 7729317c535d, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 849580488727, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-03-17 13:16:36,987 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=dd589c06-2196-4acd-9315-f3f8f04df737, command=[]} | ret=SUCCESS |  
2022-03-17 13:16:37,156 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=dd589c06-2196-4acd-9315-f3f8f04df737, command=[]} | ret=SUCCESS |  
2022-03-17 13:16:37,577 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7df54ae8-69ed-47e7-bc45-d5e79a1f76bd, command=[]} | ret=SUCCESS |  
2022-03-17 13:16:37,596 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7df54ae8-69ed-47e7-bc45-d5e79a1f76bd, command=[]} | ret=SUCCESS |  
2022-03-17 13:16:37,925 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=72b2bced-615f-434e-bd0d-aec835f9ce4b, command=[]} | ret=SUCCESS |  
2022-03-17 13:16:42,175 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=dd589c06-2196-4acd-9315-f3f8f04df737, command=[]} | ret=SUCCESS |  
2022-03-17 13:16:56,623 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=72b2bced-615f-434e-bd0d-aec835f9ce4b, command=[]} | ret=SUCCESS |  
2022-03-17 13:16:57,010 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7df54ae8-69ed-47e7-bc45-d5e79a1f76bd, command=[]} | ret=SUCCESS |  
2022-03-17 13:16:57,946 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=72b2bced-615f-434e-bd0d-aec835f9ce4b, command=[]} | ret=SUCCESS |  
2022-03-17 13:17:01,709 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=72b2bced-615f-434e-bd0d-aec835f9ce4b, command=[]} | ret=SUCCESS |  
2022-03-17 13:17:01,883 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7df54ae8-69ed-47e7-bc45-d5e79a1f76bd, command=[]} | ret=SUCCESS |  
2022-03-17 13:17:10,338 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.25.0.112 | op=ALLOCATE_BLOCK {replication=RATIS/THREE, owner=om2, size=268435456, num=1} | ret=SUCCESS |  
2022-03-17 13:17:12,250 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=dd589c06-2196-4acd-9315-f3f8f04df737, command=[]} | ret=SUCCESS |  
2022-03-17 13:17:13,696 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=dd589c06-2196-4acd-9315-f3f8f04df737, command=[]} | ret=SUCCESS |  
2022-03-17 13:17:14,135 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7df54ae8-69ed-47e7-bc45-d5e79a1f76bd, command=[]} | ret=SUCCESS |  
2022-03-17 13:17:14,155 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7df54ae8-69ed-47e7-bc45-d5e79a1f76bd, command=[]} | ret=SUCCESS |  
2022-03-17 13:17:14,270 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=72b2bced-615f-434e-bd0d-aec835f9ce4b, command=[]} | ret=SUCCESS |  
2022-03-17 13:17:22,255 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.25.0.112 | op=ALLOCATE_BLOCK {replication=RATIS/THREE, owner=om2, size=268435456, num=1} | ret=SUCCESS |  
2022-03-17 13:17:31,748 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.25.0.112 | op=ALLOCATE_BLOCK {replication=RATIS/THREE, owner=om2, size=268435456, num=1} | ret=SUCCESS |  
2022-03-17 13:17:33,797 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=dd589c06-2196-4acd-9315-f3f8f04df737, command=[]} | ret=SUCCESS |  
2022-03-17 13:17:33,825 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=72b2bced-615f-434e-bd0d-aec835f9ce4b, command=[]} | ret=SUCCESS |  
2022-03-17 13:17:33,949 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7df54ae8-69ed-47e7-bc45-d5e79a1f76bd, command=[]} | ret=SUCCESS |  
2022-03-17 13:17:40,357 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.25.0.112 | op=DELETE_KEY_BLOCK {KeyBlockToDelete=BlockGroup[groupID='/vol1/bucket1/ockr/0', blockIDs=[conID: 2 locID: 109611004723200003 bcsId: 0]]} | ret=SUCCESS |  
2022-03-17 13:18:03,828 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7df54ae8-69ed-47e7-bc45-d5e79a1f76bd, command=[]} | ret=SUCCESS |  
2022-03-17 13:18:03,855 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=72b2bced-615f-434e-bd0d-aec835f9ce4b, command=[]} | ret=SUCCESS |  
2022-03-17 13:18:03,932 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=dd589c06-2196-4acd-9315-f3f8f04df737, command=[]} | ret=SUCCESS |  
2022-03-17 13:18:18,974 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.25.0.112 | op=ALLOCATE_BLOCK {replication=RATIS/THREE, owner=om2, size=268435456, num=1} | ret=SUCCESS |  
2022-03-17 13:18:33,842 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7df54ae8-69ed-47e7-bc45-d5e79a1f76bd, command=[]} | ret=SUCCESS |  
2022-03-17 13:18:33,843 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=dd589c06-2196-4acd-9315-f3f8f04df737, command=[]} | ret=SUCCESS |  
2022-03-17 13:18:33,856 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=72b2bced-615f-434e-bd0d-aec835f9ce4b, command=[]} | ret=SUCCESS |  
2022-03-17 13:19:03,741 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=72b2bced-615f-434e-bd0d-aec835f9ce4b, command=[]} | ret=SUCCESS |  
2022-03-17 13:19:03,752 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7df54ae8-69ed-47e7-bc45-d5e79a1f76bd, command=[]} | ret=SUCCESS |  
