2022-06-25 12:58:32,831 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.12 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-25 12:58:32,840 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-25 12:58:32,840 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-25 12:58:32,840 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-25 12:58:32,841 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.12 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-25 12:58:33,520 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.12 | op=REGISTER {datanodeDetails=bf5ac7b0-f209-483d-af19-49ac9f89f3dc{ip: 172.18.0.12, host: bd9c308222b1, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-25 12:58:33,521 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=REGISTER {datanodeDetails=33352866-96c8-4a5e-a311-eddb610cc980{ip: 172.18.0.11, host: 10672010292e, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-25 12:58:34,171 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=REGISTER {datanodeDetails=28d09fd6-2790-4fdb-9528-2b189009521c{ip: 172.18.0.8, host: 948b98c1a08e, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-25 12:58:35,092 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.10 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-06-25 12:58:35,476 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=SEND_HEARTBEAT {datanodeUUID=33352866-96c8-4a5e-a311-eddb610cc980, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "0ecc8baf-9e82-4f6d-845f-23a8acfae2e2" uuid128 { mostSigBits: 1066380798174842733 leastSigBits: -8908362330551950622 } } type: RATIS factor: ONE datanode { uuid: "33352866-96c8-4a5e-a311-eddb610cc980" ipAddress: "172.18.0.11" hostName: "ozone-ha_datanode_3.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "33352866-96c8-4a5e-a311-eddb610cc980" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 3689899890781473374 leastSigBits: -6696309644441368192 } } cmdId: 1656161913527 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "67ecf839-f33a-4438-9a06-44172dc1c54b" uuid128 { mostSigBits: 7488633208187798584 leastSigBits: -7348110875665775285 } } type: RATIS factor: THREE datanode { uuid: "33352866-96c8-4a5e-a311-eddb610cc980" ipAddress: "172.18.0.11" hostName: "ozone-ha_datanode_3.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "33352866-96c8-4a5e-a311-eddb610cc980" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 3689899890781473374 leastSigBits: -6696309644441368192 } } datanode { uuid: "bf5ac7b0-f209-483d-af19-49ac9f89f3dc" ipAddress: "172.18.0.12" hostName: "ozone-ha_datanode_2.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "bf5ac7b0-f209-483d-af19-49ac9f89f3dc" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -4658191301772490691 leastSigBits: -5829547236894575652 } } datanode { uuid: "28d09fd6-2790-4fdb-9528-2b189009521c" ipAddress: "172.18.0.8" hostName: "ozone-ha_datanode_1.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "28d09fd6-2790-4fdb-9528-2b189009521c" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 2941026298808520667 leastSigBits: -7698856178494123492 } } cmdId: 1656161913530 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
2022-06-25 12:58:35,479 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.12 | op=SEND_HEARTBEAT {datanodeUUID=bf5ac7b0-f209-483d-af19-49ac9f89f3dc, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "b62d34e1-6284-4783-930f-3ab308193782" uuid128 { mostSigBits: -5319537442229565565 leastSigBits: -7849991084874057854 } } type: RATIS factor: ONE datanode { uuid: "bf5ac7b0-f209-483d-af19-49ac9f89f3dc" ipAddress: "172.18.0.12" hostName: "ozone-ha_datanode_2.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "bf5ac7b0-f209-483d-af19-49ac9f89f3dc" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -4658191301772490691 leastSigBits: -5829547236894575652 } } cmdId: 1656161913528 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "67ecf839-f33a-4438-9a06-44172dc1c54b" uuid128 { mostSigBits: 7488633208187798584 leastSigBits: -7348110875665775285 } } type: RATIS factor: THREE datanode { uuid: "33352866-96c8-4a5e-a311-eddb610cc980" ipAddress: "172.18.0.11" hostName: "ozone-ha_datanode_3.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "33352866-96c8-4a5e-a311-eddb610cc980" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 3689899890781473374 leastSigBits: -6696309644441368192 } } datanode { uuid: "bf5ac7b0-f209-483d-af19-49ac9f89f3dc" ipAddress: "172.18.0.12" hostName: "ozone-ha_datanode_2.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "bf5ac7b0-f209-483d-af19-49ac9f89f3dc" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -4658191301772490691 leastSigBits: -5829547236894575652 } } datanode { uuid: "28d09fd6-2790-4fdb-9528-2b189009521c" ipAddress: "172.18.0.8" hostName: "ozone-ha_datanode_1.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "28d09fd6-2790-4fdb-9528-2b189009521c" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 2941026298808520667 leastSigBits: -7698856178494123492 } } cmdId: 1656161913530 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
