2021-03-06 01:44:48,295 [main] INFO  net.NetworkTopologyImpl (NetworkTopologyImpl.java:add(112)) - Added a new node: /r1/3bc6271c-c0b0-42b7-a282-a8a314a5e552
2021-03-06 01:44:48,298 [main] INFO  net.NetworkTopologyImpl (NetworkTopologyImpl.java:add(112)) - Added a new node: /r1/3cb8a06f-c7eb-4795-9b85-45a0d07f1fa2
2021-03-06 01:44:48,298 [main] INFO  net.NetworkTopologyImpl (NetworkTopologyImpl.java:add(112)) - Added a new node: /r2/f22b288a-874a-46d6-808c-28ac339bf3f5
2021-03-06 01:44:48,298 [main] INFO  net.NetworkTopologyImpl (NetworkTopologyImpl.java:add(112)) - Added a new node: /r2/5876d041-e03d-4fab-b331-754aed1d7edf
2021-03-06 01:44:48,300 [main] INFO  net.NetworkTopologyImpl (NetworkTopologyImpl.java:add(112)) - Added a new node: /r3/cbc1cfa4-d2fb-46a5-a7e2-d48e22b47be5
2021-03-06 01:44:48,300 [main] INFO  net.NetworkTopologyImpl (NetworkTopologyImpl.java:add(112)) - Added a new node: /r3/41f6224a-027b-4500-86b6-04d02281110e
2021-03-06 01:44:48,300 [main] INFO  net.NetworkTopologyImpl (NetworkTopologyImpl.java:add(112)) - Added a new node: /r4/1a4fbfd1-1cab-470c-a3c6-ca73760b1125
2021-03-06 01:44:48,301 [main] INFO  net.NetworkTopologyImpl (NetworkTopologyImpl.java:add(112)) - Added a new node: /r4/ff290ca4-e0f0-441e-8ee6-4f94a439482c
2021-03-06 01:44:48,301 [main] INFO  net.NetworkTopologyImpl (NetworkTopologyImpl.java:add(112)) - Added a new node: /r1/4ae8e659-03ea-4857-b8f3-27fd739dc259
2021-03-06 01:44:48,301 [main] INFO  net.NetworkTopologyImpl (NetworkTopologyImpl.java:add(112)) - Added a new node: /r1/4e011bb1-d4cf-4db5-9edf-ccc16a47267b
2021-03-06 01:44:48,534 [main] INFO  net.NetworkTopologyImpl (NetworkTopologyImpl.java:add(112)) - Added a new node: /r1/826203f3-50b2-4306-ab57-9b90b029eac4
2021-03-06 01:44:48,534 [main] INFO  net.NetworkTopologyImpl (NetworkTopologyImpl.java:add(112)) - Added a new node: /r2/4fe77493-d6df-40e6-9f6e-2b076a5f3648
