2022-10-23 13:02:47,436 [main] INFO  replication.ReplicationManager (ReplicationManager.java:start(234)) - Starting Replication Monitor Thread.
2022-10-23 13:02:47,462 [ReplicationMonitor] INFO  replication.ReplicationManager (ReplicationManager.java:processAll(302)) - Replication Manager is not ready to run until 0ms after safemode exit
2022-10-23 13:02:47,567 [main] INFO  replication.ReplicationManager (ReplicationManager.java:start(234)) - Starting Replication Monitor Thread.
2022-10-23 13:02:47,574 [ReplicationMonitor] INFO  replication.ReplicationManager (ReplicationManager.java:processAll(302)) - Replication Manager is not ready to run until 0ms after safemode exit
2022-10-23 13:02:47,615 [main] INFO  replication.ReplicationManager (ReplicationManager.java:start(234)) - Starting Replication Monitor Thread.
2022-10-23 13:02:47,623 [ReplicationMonitor] INFO  replication.ReplicationManager (ReplicationManager.java:processAll(302)) - Replication Manager is not ready to run until 0ms after safemode exit
2022-10-23 13:02:47,642 [main] INFO  replication.ReplicationManager (ReplicationManager.java:start(234)) - Starting Replication Monitor Thread.
2022-10-23 13:02:47,647 [ReplicationMonitor] INFO  replication.ReplicationManager (ReplicationManager.java:processAll(302)) - Replication Manager is not ready to run until 0ms after safemode exit
2022-10-23 13:02:47,668 [main] INFO  replication.ReplicationManager (ReplicationManager.java:start(234)) - Starting Replication Monitor Thread.
2022-10-23 13:02:47,672 [main] INFO  ha.SCMServiceManager (SCMServiceManager.java:register(42)) - Registering service ReplicationManager.
2022-10-23 13:02:47,673 [main] INFO  replication.ReplicationManager (ReplicationManager.java:notifyStatusChanged(776)) - Service ReplicationManager transitions to RUNNING.
2022-10-23 13:02:47,674 [main] INFO  replication.ReplicationManager (ReplicationManager.java:processAll(335)) - Replication Monitor Thread took 0 milliseconds for processing 3 containers.
2022-10-23 13:02:47,677 [ReplicationMonitor] INFO  replication.ReplicationManager (ReplicationManager.java:processAll(335)) - Replication Monitor Thread took 0 milliseconds for processing 3 containers.
2022-10-23 13:02:47,683 [Over Replicated Processor] INFO  replication.OverReplicatedProcessor (OverReplicatedProcessor.java:processAll(90)) - Processed 0 over replicated containers, failed processing 0
2022-10-23 13:02:47,715 [main] INFO  replication.ReplicationManager (ReplicationManager.java:start(234)) - Starting Replication Monitor Thread.
2022-10-23 13:02:47,723 [ReplicationMonitor] INFO  replication.ReplicationManager (ReplicationManager.java:processAll(302)) - Replication Manager is not ready to run until 0ms after safemode exit
2022-10-23 13:02:47,733 [main] INFO  replication.ReplicationManager (ReplicationManager.java:start(234)) - Starting Replication Monitor Thread.
2022-10-23 13:02:47,739 [ReplicationMonitor] INFO  replication.ReplicationManager (ReplicationManager.java:processAll(302)) - Replication Manager is not ready to run until 0ms after safemode exit
2022-10-23 13:02:47,748 [main] INFO  replication.ReplicationManager (ReplicationManager.java:start(234)) - Starting Replication Monitor Thread.
2022-10-23 13:02:47,752 [ReplicationMonitor] INFO  replication.ReplicationManager (ReplicationManager.java:processAll(302)) - Replication Manager is not ready to run until 0ms after safemode exit
2022-10-23 13:02:47,768 [main] INFO  replication.ReplicationManager (ReplicationManager.java:start(234)) - Starting Replication Monitor Thread.
2022-10-23 13:02:47,775 [ReplicationMonitor] INFO  replication.ReplicationManager (ReplicationManager.java:processAll(302)) - Replication Manager is not ready to run until 0ms after safemode exit
2022-10-23 13:02:47,791 [main] INFO  replication.ReplicationManager (ReplicationManager.java:start(234)) - Starting Replication Monitor Thread.
2022-10-23 13:02:47,799 [ReplicationMonitor] INFO  replication.ReplicationManager (ReplicationManager.java:processAll(302)) - Replication Manager is not ready to run until 0ms after safemode exit
