2022-10-07 01:10:20,439 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=GET_VERSION null | ret=SUCCESS |  
2022-10-07 01:10:20,438 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=GET_VERSION null | ret=SUCCESS |  
2022-10-07 01:10:20,438 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=GET_VERSION null | ret=SUCCESS |  
2022-10-07 01:10:20,438 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=GET_VERSION null | ret=SUCCESS |  
2022-10-07 01:10:20,446 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=GET_VERSION null | ret=SUCCESS |  
2022-10-07 01:10:21,023 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-10-07 01:10:21,083 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=REGISTER {datanodeDetails=b1e207a3-c82b-4ea7-b0f2-e3bcbfa5d50d{ip: 10.9.0.13, host: 15f263a98f61, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: IN_SERVICE, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-10-07 01:10:21,431 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=REGISTER {datanodeDetails=56c9f20a-0a0c-49ef-8e78-ff1e6380d729{ip: 10.9.0.12, host: 2e9ebc643490, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: IN_SERVICE, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-10-07 01:10:22,150 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-10-07 01:10:22,173 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-10-07 01:10:22,331 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.16 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-10-07 01:10:22,898 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {datanodeUUID=b1e207a3-c82b-4ea7-b0f2-e3bcbfa5d50d, command=[]} | ret=SUCCESS |  
2022-10-07 01:10:22,913 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=REGISTER {datanodeDetails=4a78cd2c-a52b-45cb-9a86-111fbc5de33f{ip: 10.9.0.11, host: 325e07dcecb0, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: IN_SERVICE, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-10-07 01:10:23,422 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {datanodeUUID=56c9f20a-0a0c-49ef-8e78-ff1e6380d729, command=[]} | ret=SUCCESS |  
2022-10-07 01:10:24,845 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {datanodeUUID=4a78cd2c-a52b-45cb-9a86-111fbc5de33f, command=[]} | ret=SUCCESS |  
2022-10-07 01:10:26,082 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {datanodeUUID=4a78cd2c-a52b-45cb-9a86-111fbc5de33f, command=[]} | ret=SUCCESS |  
2022-10-07 01:10:26,083 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {datanodeUUID=b1e207a3-c82b-4ea7-b0f2-e3bcbfa5d50d, command=[]} | ret=SUCCESS |  
2022-10-07 01:10:26,108 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {datanodeUUID=56c9f20a-0a0c-49ef-8e78-ff1e6380d729, command=[]} | ret=SUCCESS |  
2022-10-07 01:10:34,053 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {datanodeUUID=4a78cd2c-a52b-45cb-9a86-111fbc5de33f, command=[]} | ret=SUCCESS |  
2022-10-07 01:10:34,852 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-10-07 01:10:49,287 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {datanodeUUID=b1e207a3-c82b-4ea7-b0f2-e3bcbfa5d50d, command=[]} | ret=SUCCESS |  
2022-10-07 01:10:56,017 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {datanodeUUID=56c9f20a-0a0c-49ef-8e78-ff1e6380d729, command=[]} | ret=SUCCESS |  
2022-10-07 01:10:59,052 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.16 | op=ALLOCATE_BLOCK {replication=RATIS/THREE, owner=om3, size=268435456, num=1} | ret=SUCCESS |  
2022-10-07 01:11:01,000 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=SEND_HEARTBEAT {datanodeUUID=b1e207a3-c82b-4ea7-b0f2-e3bcbfa5d50d, command=[]} | ret=SUCCESS |  
2022-10-07 01:11:01,122 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {datanodeUUID=56c9f20a-0a0c-49ef-8e78-ff1e6380d729, command=[]} | ret=SUCCESS |  
2022-10-07 01:11:01,147 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {datanodeUUID=4a78cd2c-a52b-45cb-9a86-111fbc5de33f, command=[]} | ret=SUCCESS |  
2022-10-07 01:11:08,674 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.16 | op=GET_CONTAINER_WITH_PIPELINE_BATCH {containerIDs=#1001,} | ret=SUCCESS |  
