2022-05-16 12:43:09,071 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.25.0.116 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-05-16 12:44:45,473 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "53fd1ec8-e648-4cf9-8519-61c7d2f3e9b4" uuid128 { mostSigBits: 6052027322461605113 leastSigBits: -8855939681381783116 } } type: RATIS factor: ONE datanode { uuid: "3e01f6e1-fe7a-4544-b546-f19af093a611" ipAddress: "172.25.0.104" hostName: "ozonesecure-ha_datanode3_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "3e01f6e1-fe7a-4544-b546-f19af093a611" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 4468123755825743172 leastSigBits: -5384350656711383535 } } cmdId: 1652705082737 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "18f719a5-f85b-4add-8b9d-b7d359fc9500" uuid128 { mostSigBits: 1798934776784833245 leastSigBits: -8386344812718287616 } } type: RATIS factor: THREE datanode { uuid: "3e01f6e1-fe7a-4544-b546-f19af093a611" ipAddress: "172.25.0.104" hostName: "ozonesecure-ha_datanode3_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "3e01f6e1-fe7a-4544-b546-f19af093a611" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 4468123755825743172 leastSigBits: -5384350656711383535 } } datanode { uuid: "e5110c1a-f221-42e3-80a1-27da8f2ad1bb" ipAddress: "172.25.0.102" hostName: "ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e5110c1a-f221-42e3-80a1-27da8f2ad1bb" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1940756654549024029 leastSigBits: -9178010745946058309 } } datanode { uuid: "aeb80d2a-3f28-434e-a78b-645cec925ea8" ipAddress: "172.25.0.103" hostName: "ozonesecure-ha_datanode2_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "aeb80d2a-3f28-434e-a78b-645cec925ea8" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -5856916840295939250 leastSigBits: -6373890497344020824 } } cmdId: 1652705082738 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "e687d9b7-eb60-4cbf-a79d-34da4a2f87b3" uuid128 { mostSigBits: -1835258939178988353 leastSigBits: -6368876185879869517 } } type: RATIS factor: THREE datanode { uuid: "aeb80d2a-3f28-434e-a78b-645cec925ea8" ipAddress: "172.25.0.103" hostName: "ozonesecure-ha_datanode2_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "aeb80d2a-3f28-434e-a78b-645cec925ea8" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -5856916840295939250 leastSigBits: -6373890497344020824 } } datanode { uuid: "3e01f6e1-fe7a-4544-b546-f19af093a611" ipAddress: "172.25.0.104" hostName: "ozonesecure-ha_datanode3_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "3e01f6e1-fe7a-4544-b546-f19af093a611" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 4468123755825743172 leastSigBits: -5384350656711383535 } } datanode { uuid: "e5110c1a-f221-42e3-80a1-27da8f2ad1bb" ipAddress: "172.25.0.102" hostName: "ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e5110c1a-f221-42e3-80a1-27da8f2ad1bb" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1940756654549024029 leastSigBits: -9178010745946058309 } } cmdId: 1652705082739 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
2022-05-16 12:44:46,987 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:47,779 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:48,745 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.25.0.113 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-05-16 12:44:49,072 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.25.0.112 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-05-16 12:44:49,132 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.25.0.111 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-05-16 12:44:51,395 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "e687d9b7-eb60-4cbf-a79d-34da4a2f87b3" uuid128 { mostSigBits: -1835258939178988353 leastSigBits: -6368876185879869517 } } type: RATIS factor: THREE datanode { uuid: "aeb80d2a-3f28-434e-a78b-645cec925ea8" ipAddress: "172.25.0.103" hostName: "ozonesecure-ha_datanode2_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "aeb80d2a-3f28-434e-a78b-645cec925ea8" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -5856916840295939250 leastSigBits: -6373890497344020824 } } datanode { uuid: "3e01f6e1-fe7a-4544-b546-f19af093a611" ipAddress: "172.25.0.104" hostName: "ozonesecure-ha_datanode3_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "3e01f6e1-fe7a-4544-b546-f19af093a611" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 4468123755825743172 leastSigBits: -5384350656711383535 } } datanode { uuid: "e5110c1a-f221-42e3-80a1-27da8f2ad1bb" ipAddress: "172.25.0.102" hostName: "ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e5110c1a-f221-42e3-80a1-27da8f2ad1bb" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1940756654549024029 leastSigBits: -9178010745946058309 } } cmdId: 1652705082739 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
2022-05-16 12:44:51,483 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.25.0.116 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-05-16 12:44:52,821 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:54,047 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:55,681 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "e687d9b7-eb60-4cbf-a79d-34da4a2f87b3" uuid128 { mostSigBits: -1835258939178988353 leastSigBits: -6368876185879869517 } } type: RATIS factor: THREE datanode { uuid: "aeb80d2a-3f28-434e-a78b-645cec925ea8" ipAddress: "172.25.0.103" hostName: "ozonesecure-ha_datanode2_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "aeb80d2a-3f28-434e-a78b-645cec925ea8" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -5856916840295939250 leastSigBits: -6373890497344020824 } } datanode { uuid: "3e01f6e1-fe7a-4544-b546-f19af093a611" ipAddress: "172.25.0.104" hostName: "ozonesecure-ha_datanode3_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "3e01f6e1-fe7a-4544-b546-f19af093a611" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 4468123755825743172 leastSigBits: -5384350656711383535 } } datanode { uuid: "e5110c1a-f221-42e3-80a1-27da8f2ad1bb" ipAddress: "172.25.0.102" hostName: "ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e5110c1a-f221-42e3-80a1-27da8f2ad1bb" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1940756654549024029 leastSigBits: -9178010745946058309 } } cmdId: 1652705082739 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
2022-05-16 12:44:56,660 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:57,253 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:57,860 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:11,583 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.25.0.116 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-05-16 12:45:15,122 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:15,241 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:17,498 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:20,093 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:20,319 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:26,744 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:37,877 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.25.0.112 | op=ALLOCATE_BLOCK {replication=RATIS/THREE, owner=om2, size=268435456, num=1} | ret=SUCCESS |  
2022-05-16 12:45:41,543 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:41,634 | INFO  | SCMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=GET_CONTAINER_WITH_PIPELINE {containerID=#1} | ret=SUCCESS |  
2022-05-16 12:45:41,937 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:42,043 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:50,321 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.25.0.112 | op=ALLOCATE_BLOCK {replication=RATIS/THREE, owner=om2, size=268435456, num=1} | ret=SUCCESS |  
2022-05-16 12:46:01,271 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.25.0.112 | op=ALLOCATE_BLOCK {replication=RATIS/THREE, owner=om2, size=268435456, num=1} | ret=SUCCESS |  
2022-05-16 12:46:11,429 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
