2022-05-16 12:44:39,880 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=GET_VERSION null | ret=SUCCESS |  
2022-05-16 12:44:39,912 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=GET_VERSION null | ret=SUCCESS |  
2022-05-16 12:44:41,945 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=GET_VERSION null | ret=SUCCESS |  
2022-05-16 12:44:42,455 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {datanodeDetails=aeb80d2a-3f28-434e-a78b-645cec925ea8{ip: 172.25.0.103, host: 9dedefe54114, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 855057932765, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-05-16 12:44:42,549 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {datanodeDetails=e5110c1a-f221-42e3-80a1-27da8f2ad1bb{ip: 172.25.0.102, host: bf5f1e6b93a6, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 855581781744, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-05-16 12:44:43,733 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {datanodeDetails=3e01f6e1-fe7a-4544-b546-f19af093a611{ip: 172.25.0.104, host: 397f324591aa, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 859339015785, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-05-16 12:44:44,012 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:44,033 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:45,441 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:46,921 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:47,798 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:51,379 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:52,822 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:53,994 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:55,633 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:56,635 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:57,242 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:44:57,865 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:15,025 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:15,092 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:17,482 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:20,085 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:20,299 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:26,728 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:41,383 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:41,966 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:45:42,103 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:46:11,423 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:46:11,854 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:46:11,975 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:46:41,313 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:46:41,868 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:46:42,004 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:47:11,314 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:47:11,839 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:47:11,980 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:47:41,330 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:47:41,885 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:47:42,002 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:47:54,848 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:47:54,939 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
2022-05-16 12:47:54,943 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:48:24,763 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=aeb80d2a-3f28-434e-a78b-645cec925ea8, command=[]} | ret=SUCCESS |  
2022-05-16 12:48:24,817 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e5110c1a-f221-42e3-80a1-27da8f2ad1bb, command=[]} | ret=SUCCESS |  
2022-05-16 12:48:24,826 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=3e01f6e1-fe7a-4544-b546-f19af093a611, command=[]} | ret=SUCCESS |  
