No '-XX:...' jvm parameters are set. Adding safer GC settings '-XX:ParallelGCThreads=8 -XX:+UseConcMarkSweepGC -XX:CMSInitiatingOccupancyFraction=70 -XX:+CMSParallelRemarkEnabled' to the OZONE_OPTS
OpenJDK 64-Bit Server VM warning: Option UseConcMarkSweepGC was deprecated in version 9.0 and will likely be removed in a future release.
2022-09-29 13:26:49 INFO  StorageContainerManagerStarter:112 - STARTUP_MSG: 
2022-09-29 13:27:02 INFO  RaftServer$Division:429 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1: closes. applyIndex: 0
2022-09-29 13:27:02 INFO  SegmentedRaftLogWorker:336 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-SegmentedRaftLogWorker was interrupted, exiting. There are 0 tasks remaining in the queue.
2022-09-29 13:27:02 INFO  SegmentedRaftLogWorker:246 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-SegmentedRaftLogWorker close()
2022-09-29 13:27:02 INFO  GrpcService:269 - f78463d1-3c3b-43de-a913-46c28e5c0a2f: shutdown server with port 9894 now
2022-09-29 13:27:02 INFO  GrpcService:278 - f78463d1-3c3b-43de-a913-46c28e5c0a2f: shutdown server with port 9894 successfully
2022-09-29 13:27:02 INFO  JvmPauseMonitor:109 - JvmPauseMonitor-f78463d1-3c3b-43de-a913-46c28e5c0a2f: Stopped
2022-09-29 13:27:02 WARN  ServerUtils:148 - ozone.scm.db.dirs is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
2022-09-29 13:27:02 INFO  StorageContainerManager:1216 - SCM initialization succeeded. Current cluster id for sd=/data/metadata/scm; cid=CID-13abdb17-570b-488c-b052-1d7cb8562bb1; layoutVersion=4; scmId=f78463d1-3c3b-43de-a913-46c28e5c0a2f
2022-09-29 13:27:02 INFO  StorageContainerManagerStarter:124 - SHUTDOWN_MSG: 
/************************************************************
SHUTDOWN_MSG: Shutting down StorageContainerManager at scm-0/10.42.0.18
************************************************************/
