2022-11-11 09:59:18,479 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-11 09:59:18,486 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-11 09:59:18,493 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-11 09:59:18,491 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-11 09:59:18,504 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-11 09:59:19,648 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=REGISTER {datanodeDetails=39107b04-38d4-496b-8db9-5c34ac77a425{ip: 172.18.0.7, host: 9504ca9272fa, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-11-11 09:59:20,288 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-11-11 09:59:20,331 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-11-11 09:59:20,805 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=REGISTER {datanodeDetails=df874f58-91c0-44f9-8f79-e5b610e5a468{ip: 172.18.0.5, host: d0a3c2aca2a2, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-11-11 09:59:21,080 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=REGISTER {datanodeDetails=f913cda0-7c99-42ff-ab97-e831cc4c356c{ip: 172.18.0.4, host: 59842519a1d5, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-11-11 09:59:21,818 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=SEND_HEARTBEAT {datanodeUUID=39107b04-38d4-496b-8db9-5c34ac77a425, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "48589c38-5049-47fa-80b4-5d6d2c3f77b9" uuid128 { mostSigBits: 5213088334360430586 leastSigBits: -9172603817571682375 } } type: RATIS factor: ONE datanode { uuid: "39107b04-38d4-496b-8db9-5c34ac77a425" ipAddress: "172.18.0.7" hostName: "ozone-csi_datanode_2.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "39107b04-38d4-496b-8db9-5c34ac77a425" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 4111921717852785003 leastSigBits: -8234449062368664539 } } cmdId: 1668160759655 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "ffa0b928-3f95-4009-8de6-3d7efcbbb0cc" uuid128 { mostSigBits: -26818015247646711 leastSigBits: -8221816454102929204 } } type: RATIS factor: THREE datanode { uuid: "39107b04-38d4-496b-8db9-5c34ac77a425" ipAddress: "172.18.0.7" hostName: "ozone-csi_datanode_2.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "39107b04-38d4-496b-8db9-5c34ac77a425" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 4111921717852785003 leastSigBits: -8234449062368664539 } } datanode { uuid: "df874f58-91c0-44f9-8f79-e5b610e5a468" ipAddress: "172.18.0.5" hostName: "ozone-csi_datanode_3.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "df874f58-91c0-44f9-8f79-e5b610e5a468" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2339814239574670087 leastSigBits: -8108197083973573528 } } datanode { uuid: "f913cda0-7c99-42ff-ab97-e831cc4c356c" ipAddress: "172.18.0.4" hostName: "ozone-csi_datanode_1.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "f913cda0-7c99-42ff-ab97-e831cc4c356c" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -498829044539112705 leastSigBits: -6082137471161977492 } } cmdId: 1668160759658 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "da8e654a-00c9-47d4-bb8d-31ef2e099a32" uuid128 { mostSigBits: -2698107758233172012 leastSigBits: -4932231113561499086 } } type: RATIS factor: THREE datanode { uuid: "f913cda0-7c99-42ff-ab97-e831cc4c356c" ipAddress: "172.18.0.4" hostName: "ozone-csi_datanode_1.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "f913cda0-7c99-42ff-ab97-e831cc4c356c" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -498829044539112705 leastSigBits: -6082137471161977492 } } datanode { uuid: "df874f58-91c0-44f9-8f79-e5b610e5a468" ipAddress: "172.18.0.5" hostName: "ozone-csi_datanode_3.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "df874f58-91c0-44f9-8f79-e5b610e5a468" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2339814239574670087 leastSigBits: -8108197083973573528 } } datanode { uuid: "39107b04-38d4-496b-8db9-5c34ac77a425" ipAddress: "172.18.0.7" hostName: "ozone-csi_datanode_2.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "39107b04-38d4-496b-8db9-5c34ac77a425" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 4111921717852785003 leastSigBits: -8234449062368664539 } } cmdId: 1668160759659 priority: 0 priority: 1 priority: 0 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
