2022-03-12 01:51:35,369 | INFO  | OMAudit | user=hadoop | ip=172.24.0.2 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=vol1, creationTime=1647049895215, modificationTime=1647049895215, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854775552, updateID=1} | ret=SUCCESS |  
2022-03-12 01:51:35,442 | INFO  | OMAudit | user=hadoop | ip=172.24.0.2 | op=CREATE_BUCKET {volume=vol1, bucket=bucket1, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:users:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1647049895430, bucketEncryptionKey=null, modificationTime=1647049895430, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-03-12 01:51:35,585 | INFO  | OMAudit | user=hadoop | ip=172.24.0.2 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=warmup/0, dataSize=10240, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:51:38,719 | INFO  | OMAudit | user=hadoop | ip=172.24.0.2 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=warmup/0, dataSize=10240, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:51:45,681 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=key-1.3.0, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:51:47,842 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=key-1.3.0, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:51:52,168 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=CREATE_DIRECTORY {volume=vol1, bucket=bucket1, key=dir-1.3.0, dataSize=0, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2022-03-12 01:51:56,066 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=CREATE_FILE {volume=vol1, bucket=bucket1, key=dir-1.3.0/file-1.3.0._COPYING_, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:51:57,729 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=dir-1.3.0/file-1.3.0._COPYING_, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:51:57,914 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=RENAME_KEY {volume=vol1, bucket=bucket1, dataSize=0, replicationType=RATIS, replicationFactor=ONE, srcKey=dir-1.3.0/file-1.3.0._COPYING_, dstKey=dir-1.3.0/file-1.3.0} | ret=SUCCESS |  
2022-03-12 01:52:17,792 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=LOOKUP_FILE {volume=vol1, bucket=bucket1, key=dir-1.3.0/file-1.3.0, dataSize=0, replicationType=null, replicationFactor=null} | ret=SUCCESS |  
2022-03-12 01:52:27,149 | INFO  | OMAudit | user=hadoop | ip=172.24.0.6 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=key-1.1.0, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:52:28,927 | INFO  | OMAudit | user=hadoop | ip=172.24.0.6 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=key-1.1.0, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:52:31,657 | INFO  | OMAudit | user=hadoop | ip=172.24.0.6 | op=CREATE_DIRECTORY {volume=vol1, bucket=bucket1, key=dir-1.1.0, dataSize=0, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2022-03-12 01:52:34,203 | INFO  | OMAudit | user=hadoop | ip=172.24.0.6 | op=CREATE_FILE {volume=vol1, bucket=bucket1, key=dir-1.1.0/file-1.1.0._COPYING_, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:52:35,374 | INFO  | OMAudit | user=hadoop | ip=172.24.0.6 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=dir-1.1.0/file-1.1.0._COPYING_, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:52:35,416 | INFO  | OMAudit | user=hadoop | ip=172.24.0.6 | op=RENAME_KEY {volume=vol1, bucket=bucket1, dataSize=0, replicationType=RATIS, replicationFactor=ONE, srcKey=dir-1.1.0/file-1.1.0._COPYING_, dstKey=dir-1.1.0/file-1.1.0} | ret=SUCCESS |  
2022-03-12 01:52:50,390 | INFO  | OMAudit | user=hadoop | ip=172.24.0.6 | op=LOOKUP_FILE {volume=vol1, bucket=bucket1, key=dir-1.1.0/file-1.1.0, dataSize=0, replicationType=null, replicationFactor=null} | ret=SUCCESS |  
2022-03-12 01:53:05,706 | INFO  | OMAudit | user=hadoop | ip=172.24.0.6 | op=LOOKUP_FILE {volume=vol1, bucket=bucket1, key=dir-1.3.0/file-1.3.0, dataSize=0, replicationType=null, replicationFactor=null} | ret=SUCCESS |  
2022-03-12 01:53:25,977 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=LOOKUP_FILE {volume=vol1, bucket=bucket1, key=dir-1.1.0/file-1.1.0, dataSize=0, replicationType=null, replicationFactor=null} | ret=SUCCESS |  
