2022-03-12 01:40:17,625 | INFO  | OMAudit | user=hadoop | ip=172.22.0.9 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=vol1, creationTime=1647049217507, modificationTime=1647049217507, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854775552, updateID=1} | ret=SUCCESS |  
2022-03-12 01:40:17,738 | INFO  | OMAudit | user=hadoop | ip=172.22.0.9 | op=CREATE_BUCKET {volume=vol1, bucket=bucket1, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:users:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1647049217716, bucketEncryptionKey=null, modificationTime=1647049217716, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-03-12 01:40:18,203 | INFO  | OMAudit | user=hadoop | ip=172.22.0.9 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=warmup/0, dataSize=10240, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:40:21,405 | INFO  | OMAudit | user=hadoop | ip=172.22.0.9 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=warmup/0, dataSize=10240, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:40:28,253 | INFO  | OMAudit | user=hadoop | ip=172.22.0.6 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=key-1.3.0, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:40:30,692 | INFO  | OMAudit | user=hadoop | ip=172.22.0.6 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=key-1.3.0, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:40:34,986 | INFO  | OMAudit | user=hadoop | ip=172.22.0.6 | op=CREATE_DIRECTORY {volume=vol1, bucket=bucket1, key=dir-1.3.0, dataSize=0, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2022-03-12 01:40:38,697 | INFO  | OMAudit | user=hadoop | ip=172.22.0.6 | op=CREATE_FILE {volume=vol1, bucket=bucket1, key=dir-1.3.0/file-1.3.0._COPYING_, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:40:40,653 | INFO  | OMAudit | user=hadoop | ip=172.22.0.6 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=dir-1.3.0/file-1.3.0._COPYING_, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:40:41,148 | INFO  | OMAudit | user=hadoop | ip=172.22.0.6 | op=RENAME_KEY {volume=vol1, bucket=bucket1, dataSize=0, replicationType=RATIS, replicationFactor=ONE, srcKey=/dir-1.3.0/file-1.3.0._COPYING_, dstKey=/dir-1.3.0/file-1.3.0} | ret=SUCCESS |  
2022-03-12 01:41:00,847 | INFO  | OMAudit | user=hadoop | ip=172.22.0.6 | op=LOOKUP_FILE {volume=vol1, bucket=bucket1, key=dir-1.3.0/file-1.3.0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2022-03-12 01:41:11,822 | INFO  | OMAudit | user=hadoop | ip=172.22.0.8 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=key-1.0.0, dataSize=18, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:41:13,969 | INFO  | OMAudit | user=hadoop | ip=172.22.0.8 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=key-1.0.0, dataSize=18, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2022-03-12 01:41:17,061 | INFO  | OMAudit | user=hadoop | ip=172.22.0.8 | op=CREATE_DIRECTORY {volume=vol1, bucket=bucket1, key=dir-1.0.0, dataSize=0, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
2022-03-12 01:41:19,569 | INFO  | OMAudit | user=hadoop | ip=172.22.0.8 | op=CREATE_FILE {volume=vol1, bucket=bucket1, key=dir-1.0.0/file-1.0.0._COPYING_, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-03-12 01:41:20,789 | INFO  | OMAudit | user=hadoop | ip=172.22.0.8 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=dir-1.0.0/file-1.0.0._COPYING_, dataSize=18, replicationType=RATIS, replicationFactor=ONE} | ret=SUCCESS |  
