2022-11-28 18:47:50,761 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-11-28 18:47:50,996 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-28 18:47:50,996 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-28 18:47:51,003 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-28 18:47:51,031 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-28 18:47:51,043 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-28 18:47:51,059 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=GET_VERSION null | ret=SUCCESS |  
2022-11-28 18:47:51,784 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-11-28 18:47:52,758 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=REGISTER {datanodeDetails=26a02bdc-a491-47e9-8f17-d90ecaac682e{ip: 172.18.0.2, host: 7be14f3b1b48, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-11-28 18:47:53,185 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=REGISTER {datanodeDetails=ad7eaff3-1267-43af-9b74-da297a6185a2{ip: 172.18.0.3, host: e718a847ae87, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-11-28 18:47:53,525 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=REGISTER {datanodeDetails=afa56707-f398-479d-9ebe-30b01b9776ee{ip: 172.18.0.4, host: d775a9d724fd, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-11-28 18:47:54,623 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {datanodeUUID=26a02bdc-a491-47e9-8f17-d90ecaac682e, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "3d9ae67b-51ca-436d-a171-d65a80e2f595" uuid128 { mostSigBits: 4439113800054621037 leastSigBits: -6813429077037091435 } } type: RATIS factor: ONE datanode { uuid: "26a02bdc-a491-47e9-8f17-d90ecaac682e" ipAddress: "172.18.0.2" hostName: "ozone-csi_datanode_2.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "26a02bdc-a491-47e9-8f17-d90ecaac682e" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 2783272796368750569 leastSigBits: -8135795544268445650 } } cmdId: 1669661272764 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "466715c9-8206-43b7-a018-c33222267f2b" uuid128 { mostSigBits: 5073047460470211511 leastSigBits: -6910559008111296725 } } type: RATIS factor: THREE datanode { uuid: "afa56707-f398-479d-9ebe-30b01b9776ee" ipAddress: "172.18.0.4" hostName: "ozone-csi_datanode_1.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "afa56707-f398-479d-9ebe-30b01b9776ee" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -5790108462065629283 leastSigBits: -7008110437206624530 } } datanode { uuid: "26a02bdc-a491-47e9-8f17-d90ecaac682e" ipAddress: "172.18.0.2" hostName: "ozone-csi_datanode_2.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "26a02bdc-a491-47e9-8f17-d90ecaac682e" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 2783272796368750569 leastSigBits: -8135795544268445650 } } datanode { uuid: "ad7eaff3-1267-43af-9b74-da297a6185a2" ipAddress: "172.18.0.3" hostName: "ozone-csi_datanode_3.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "ad7eaff3-1267-43af-9b74-da297a6185a2" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -5945120999561804881 leastSigBits: -7244926028850559582 } } cmdId: 1669661272765 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "3ef0d0fe-0180-4b16-a2a8-3ef6cee8e126" uuid128 { mostSigBits: 4535354614127545110 leastSigBits: -6726056813723590362 } } type: RATIS factor: THREE datanode { uuid: "26a02bdc-a491-47e9-8f17-d90ecaac682e" ipAddress: "172.18.0.2" hostName: "ozone-csi_datanode_2.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "26a02bdc-a491-47e9-8f17-d90ecaac682e" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 2783272796368750569 leastSigBits: -8135795544268445650 } } datanode { uuid: "afa56707-f398-479d-9ebe-30b01b9776ee" ipAddress: "172.18.0.4" hostName: "ozone-csi_datanode_1.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "afa56707-f398-479d-9ebe-30b01b9776ee" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -5790108462065629283 leastSigBits: -7008110437206624530 } } datanode { uuid: "ad7eaff3-1267-43af-9b74-da297a6185a2" ipAddress: "172.18.0.3" hostName: "ozone-csi_datanode_3.ozone-csi_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "ad7eaff3-1267-43af-9b74-da297a6185a2" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -5945120999561804881 leastSigBits: -7244926028850559582 } } cmdId: 1669661272767 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
