2022-11-11 10:22:09,818 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2022-11-11 10:22:09,975 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-11 10:22:09,995 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-11 10:22:10,111 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_KEY {volume=vol1, bucket=bucket1, key=ockgpre/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2022-11-11 10:22:10,152 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-11 10:22:10,156 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-11 10:22:10,159 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_KEY {volume=vol1, bucket=bucket1, key=ockgpre/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2022-11-11 10:22:11,482 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-11 10:22:11,485 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-11 10:22:11,489 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_KEY {volume=vol1, bucket=bucket1, key=ockgpre/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2022-11-11 10:22:29,661 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2022-11-11 10:22:29,781 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-11 10:22:29,790 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-11 10:22:29,793 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-11 10:22:29,798 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-11 10:22:29,800 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-11 10:22:29,846 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-11 10:22:30,161 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=ockgpost/0, dataSize=10240, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-11-11 10:22:32,091 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=ockgpost/0, dataSize=10240, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2022-11-11 10:22:35,838 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2022-11-11 10:22:35,975 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-11 10:22:35,985 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-11 10:22:35,987 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-11 10:22:36,054 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-11 10:22:36,067 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=omkgpost/0, dataSize=268435456, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-11-11 10:22:36,112 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=omkgpost/0, dataSize=0, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2022-11-11 10:22:39,406 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2022-11-11 10:22:39,562 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-11 10:22:39,592 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=CREATE_BUCKET {volume=vol1, bucket=ombgpost0, bucketLayout=LEGACY, gdprEnabled=null, acls=[], isVersionEnabled=false, storageType=DISK, creationTime=1668162159588, bucketEncryptionKey=null, modificationTime=1668162159588, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2022-11-11 10:22:47,416 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2022-11-11 10:22:47,554 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-11 10:22:47,568 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-11 10:22:47,577 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_KEY {volume=vol1, bucket=bucket1, key=ockgpost/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2022-11-11 10:22:47,604 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-11 10:22:47,606 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-11 10:22:47,609 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_KEY {volume=vol1, bucket=bucket1, key=ockgpost/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2022-11-11 10:22:48,971 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2022-11-11 10:22:48,973 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2022-11-11 10:22:48,977 | INFO  | OMAudit | user=hadoop | ip=10.9.0.17 | op=READ_KEY {volume=vol1, bucket=bucket1, key=ockgpost/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2022-11-11 10:22:49,954 | INFO  | OMAudit | user=hadoop | ip=10.9.0.15 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
