2022-09-13 01:07:32,015 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2022-09-13 01:27:02,842 OK[op=GET_METADATA, key=key1, user=om] 
2022-09-13 01:27:03,174 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2022-09-13 01:27:12,169 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-09-13 01:27:13,814 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=10640ms] 
2022-09-13 01:27:22,812 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10643ms] 
2022-09-13 01:42:13,780 OK[op=GET_METADATA, key=key1, user=om] 
2022-09-13 01:42:29,794 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-09-13 01:42:39,812 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10018ms] 
2022-09-13 01:43:29,368 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-09-13 01:43:39,812 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10444ms] 
2022-09-13 01:44:29,834 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-09-13 01:44:40,812 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10978ms] 
2022-09-13 01:45:31,049 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=4ms] 
2022-09-13 01:45:41,812 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10767ms] 
2022-09-13 01:46:34,942 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-09-13 01:46:45,812 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10870ms] 
2022-09-13 01:47:29,639 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-09-13 01:47:39,812 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10173ms] 
2022-09-13 01:48:29,947 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-09-13 01:48:40,812 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=10865ms] 
