2022-11-18 08:57:16,666 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2022-11-18 09:16:18,248 OK[op=GET_METADATA, key=key1, user=om] 
2022-11-18 09:16:18,636 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2022-11-18 09:16:28,253 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-11-18 09:16:28,791 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=10156ms] 
2022-11-18 09:16:38,789 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=10536ms] 
2022-11-18 09:32:08,539 OK[op=GET_METADATA, key=key1, user=om] 
2022-11-18 09:32:19,887 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-11-18 09:32:30,789 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=10902ms] 
2022-11-18 09:32:41,789 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=13, interval=21902ms] 
2022-11-18 09:34:00,996 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-11-18 09:34:11,789 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=10793ms] 
2022-11-18 09:34:21,893 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=20897ms] 
2022-11-18 09:34:21,896 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=3ms] 
2022-11-18 09:34:32,789 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=31793ms] 
2022-11-18 09:34:42,938 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=10, interval=41942ms] 
2022-11-18 09:34:42,938 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-11-18 09:34:53,145 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=7, interval=52149ms] 
2022-11-18 09:34:53,145 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-11-18 09:35:03,789 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=7, interval=62793ms] 
2022-11-18 09:35:13,790 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=72794ms] 
2022-11-18 09:35:24,789 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=83793ms] 
2022-11-18 09:35:35,789 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=94793ms] 
2022-11-18 09:35:46,789 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=105793ms] 
2022-11-18 09:35:57,789 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=116793ms] 
2022-11-18 09:36:08,789 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=127793ms] 
2022-11-18 09:36:19,124 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=138128ms] 
2022-11-18 09:36:19,124 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2022-11-18 09:36:29,789 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=12, interval=148793ms] 
2022-11-18 09:36:40,789 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=2, interval=159793ms] 
