2022-06-20 13:03:42,620 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-20 13:03:42,621 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-20 13:03:42,621 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-20 13:03:42,621 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-20 13:03:43,361 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=REGISTER {datanodeDetails=b70afbfb-cdc7-4244-9424-85becb1c3d74{ip: 172.18.0.4, host: 67b9f213d0c9, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-20 13:03:44,105 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=REGISTER {datanodeDetails=e6e31330-3ebe-47d4-a696-855bf1c55839{ip: 172.18.0.2, host: fdd746b6df63, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-20 13:03:45,167 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=REGISTER {datanodeDetails=514b87a0-70b6-48a5-ad73-95c06af6a20b{ip: 172.18.0.5, host: f38aa3107b83, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-20 13:03:45,316 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {datanodeUUID=b70afbfb-cdc7-4244-9424-85becb1c3d74, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "db45e37a-4676-49de-9d43-43c3d98725a6" uuid128 { mostSigBits: -2646459091702625826 leastSigBits: -7114768477868055130 } } type: RATIS factor: ONE datanode { uuid: "b70afbfb-cdc7-4244-9424-85becb1c3d74" ipAddress: "172.18.0.4" hostName: "ozone-ha_datanode_3.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "b70afbfb-cdc7-4244-9424-85becb1c3d74" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -5257112556093881788 leastSigBits: -7771940002436727436 } } cmdId: 1655730223356 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "be761be3-3eb9-4583-825c-6f18f6aa09fd" uuid128 { mostSigBits: -4722556496427530877 leastSigBits: -9053238997913302531 } } type: RATIS factor: THREE datanode { uuid: "e6e31330-3ebe-47d4-a696-855bf1c55839" ipAddress: "172.18.0.2" hostName: "ozone-ha_datanode_2.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e6e31330-3ebe-47d4-a696-855bf1c55839" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1809581527340791852 leastSigBits: -6442815586962155463 } } datanode { uuid: "514b87a0-70b6-48a5-ad73-95c06af6a20b" ipAddress: "172.18.0.5" hostName: "ozone-ha_datanode_1.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "514b87a0-70b6-48a5-ad73-95c06af6a20b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 5857924863480973477 leastSigBits: -5948246029165485557 } } datanode { uuid: "b70afbfb-cdc7-4244-9424-85becb1c3d74" ipAddress: "172.18.0.4" hostName: "ozone-ha_datanode_3.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "b70afbfb-cdc7-4244-9424-85becb1c3d74" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -5257112556093881788 leastSigBits: -7771940002436727436 } } cmdId: 1655730223359 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
2022-06-20 13:03:46,082 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {datanodeUUID=e6e31330-3ebe-47d4-a696-855bf1c55839, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "5505d91c-810e-4a06-844b-7d0accc3ad9f" uuid128 { mostSigBits: 6126541584554936838 leastSigBits: -8913893552111243873 } } type: RATIS factor: ONE datanode { uuid: "e6e31330-3ebe-47d4-a696-855bf1c55839" ipAddress: "172.18.0.2" hostName: "ozone-ha_datanode_2.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e6e31330-3ebe-47d4-a696-855bf1c55839" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1809581527340791852 leastSigBits: -6442815586962155463 } } cmdId: 1655730223357 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "be761be3-3eb9-4583-825c-6f18f6aa09fd" uuid128 { mostSigBits: -4722556496427530877 leastSigBits: -9053238997913302531 } } type: RATIS factor: THREE datanode { uuid: "e6e31330-3ebe-47d4-a696-855bf1c55839" ipAddress: "172.18.0.2" hostName: "ozone-ha_datanode_2.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e6e31330-3ebe-47d4-a696-855bf1c55839" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1809581527340791852 leastSigBits: -6442815586962155463 } } datanode { uuid: "514b87a0-70b6-48a5-ad73-95c06af6a20b" ipAddress: "172.18.0.5" hostName: "ozone-ha_datanode_1.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "514b87a0-70b6-48a5-ad73-95c06af6a20b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 5857924863480973477 leastSigBits: -5948246029165485557 } } datanode { uuid: "b70afbfb-cdc7-4244-9424-85becb1c3d74" ipAddress: "172.18.0.4" hostName: "ozone-ha_datanode_3.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "b70afbfb-cdc7-4244-9424-85becb1c3d74" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -5257112556093881788 leastSigBits: -7771940002436727436 } } cmdId: 1655730223359 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
2022-06-20 13:03:46,220 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-06-20 13:03:47,153 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {datanodeUUID=514b87a0-70b6-48a5-ad73-95c06af6a20b, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "4fdccf4f-c846-4b54-bd42-5e624f672263" uuid128 { mostSigBits: 5754702365442067284 leastSigBits: -4809177675746303389 } } type: RATIS factor: ONE datanode { uuid: "514b87a0-70b6-48a5-ad73-95c06af6a20b" ipAddress: "172.18.0.5" hostName: "ozone-ha_datanode_1.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "514b87a0-70b6-48a5-ad73-95c06af6a20b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 5857924863480973477 leastSigBits: -5948246029165485557 } } cmdId: 1655730223358 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "be761be3-3eb9-4583-825c-6f18f6aa09fd" uuid128 { mostSigBits: -4722556496427530877 leastSigBits: -9053238997913302531 } } type: RATIS factor: THREE datanode { uuid: "e6e31330-3ebe-47d4-a696-855bf1c55839" ipAddress: "172.18.0.2" hostName: "ozone-ha_datanode_2.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e6e31330-3ebe-47d4-a696-855bf1c55839" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1809581527340791852 leastSigBits: -6442815586962155463 } } datanode { uuid: "514b87a0-70b6-48a5-ad73-95c06af6a20b" ipAddress: "172.18.0.5" hostName: "ozone-ha_datanode_1.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "514b87a0-70b6-48a5-ad73-95c06af6a20b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: 5857924863480973477 leastSigBits: -5948246029165485557 } } datanode { uuid: "b70afbfb-cdc7-4244-9424-85becb1c3d74" ipAddress: "172.18.0.4" hostName: "ozone-ha_datanode_3.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "b70afbfb-cdc7-4244-9424-85becb1c3d74" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -5257112556093881788 leastSigBits: -7771940002436727436 } } cmdId: 1655730223359 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
