2022-06-28 01:06:24,086 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-28 01:06:24,101 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-28 01:06:24,114 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-28 01:06:31,762 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=REGISTER {datanodeDetails=c22d9074-0bfe-496b-9e69-cc0a9295a8e9{ip: 172.18.0.2, host: ozone-ha_datanode_1.ozone-ha_default, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-28 01:06:32,283 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=REGISTER {datanodeDetails=6e698802-00ee-441e-82f4-2b14f1943dea{ip: 172.18.0.5, host: ozone-ha_datanode_3.ozone-ha_default, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-28 01:06:33,397 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {datanodeUUID=c22d9074-0bfe-496b-9e69-cc0a9295a8e9, command=[]} | ret=SUCCESS |  
2022-06-28 01:06:33,574 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=REGISTER {datanodeDetails=546f14a3-1782-44ab-a140-5e41355cb1fc{ip: 172.18.0.7, host: ozone-ha_datanode_2.ozone-ha_default, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-28 01:06:34,125 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {datanodeUUID=6e698802-00ee-441e-82f4-2b14f1943dea, command=[]} | ret=SUCCESS |  
2022-06-28 01:06:35,003 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {datanodeUUID=c22d9074-0bfe-496b-9e69-cc0a9295a8e9, command=[]} | ret=SUCCESS |  
2022-06-28 01:06:35,333 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {datanodeUUID=6e698802-00ee-441e-82f4-2b14f1943dea, command=[]} | ret=SUCCESS |  
2022-06-28 01:06:35,410 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=SEND_HEARTBEAT {datanodeUUID=546f14a3-1782-44ab-a140-5e41355cb1fc, command=[]} | ret=SUCCESS |  
2022-06-28 01:06:36,510 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=SEND_HEARTBEAT {datanodeUUID=546f14a3-1782-44ab-a140-5e41355cb1fc, command=[]} | ret=SUCCESS |  
2022-06-28 01:06:39,933 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=SEND_HEARTBEAT {datanodeUUID=c22d9074-0bfe-496b-9e69-cc0a9295a8e9, command=[]} | ret=SUCCESS |  
