2022-07-31 01:28:24,612 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.22.0.12 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-07-31 01:28:25,703 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.22.0.9 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-07-31 01:28:47,552 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.8 | op=GET_VERSION null | ret=SUCCESS |  
2022-07-31 01:28:47,557 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.6 | op=GET_VERSION null | ret=SUCCESS |  
2022-07-31 01:28:48,378 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.11 | op=GET_VERSION null | ret=SUCCESS |  
2022-07-31 01:28:49,812 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.6 | op=REGISTER {datanodeDetails=e1516731-8004-46d1-b5d2-4011e2fe3cd9{ip: 172.22.0.6, host: 8e126604dc63, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 1521251036900, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-07-31 01:28:50,252 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.11 | op=REGISTER {datanodeDetails=cc463ef3-9273-48c5-b699-fa420212a32b{ip: 172.22.0.11, host: 9f0d4674500c, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 1520339213295, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-07-31 01:28:50,621 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.8 | op=REGISTER {datanodeDetails=bf525507-6887-4d97-8bd6-f78d7a5f59bb{ip: 172.22.0.8, host: 8e0c712459a0, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 1521431915346, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-07-31 01:28:51,267 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.22.0.12 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-07-31 01:28:52,061 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.11 | op=SEND_HEARTBEAT {datanodeUUID=cc463ef3-9273-48c5-b699-fa420212a32b, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "d13e7375-81f2-4fc0-b57f-8b9b4a0f7124" uuid128 { mostSigBits: -3369128522698043456 leastSigBits: -5368418731723624156 } } type: RATIS factor: ONE datanode { uuid: "cc463ef3-9273-48c5-b699-fa420212a32b" ipAddress: "172.22.0.11" hostName: "ozonesecure-mr_datanode_3.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "cc463ef3-9273-48c5-b699-fa420212a32b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3727222425747502907 leastSigBits: -5288921125960375509 } } cmdId: 1659230929821 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "e86df86c-16a9-4617-9bc7-d150b761df84" uuid128 { mostSigBits: -1698428341328460265 leastSigBits: -7221573332861067388 } } type: RATIS factor: THREE datanode { uuid: "e1516731-8004-46d1-b5d2-4011e2fe3cd9" ipAddress: "172.22.0.6" hostName: "ozonesecure-mr_datanode_2.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e1516731-8004-46d1-b5d2-4011e2fe3cd9" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2210872479763380527 leastSigBits: -5345139362168423207 } } datanode { uuid: "cc463ef3-9273-48c5-b699-fa420212a32b" ipAddress: "172.22.0.11" hostName: "ozonesecure-mr_datanode_3.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "cc463ef3-9273-48c5-b699-fa420212a32b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3727222425747502907 leastSigBits: -5288921125960375509 } } datanode { uuid: "bf525507-6887-4d97-8bd6-f78d7a5f59bb" ipAddress: "172.22.0.8" hostName: "ozonesecure-mr_datanode_1.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "bf525507-6887-4d97-8bd6-f78d7a5f59bb" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -4660569174068212329 leastSigBits: -8370230670405969477 } } cmdId: 1659230929823 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "5ccd85af-608c-4613-b42f-8f8df9dd87c1" uuid128 { mostSigBits: 6687148010000631315 leastSigBits: -5462989983031916607 } } type: RATIS factor: THREE datanode { uuid: "bf525507-6887-4d97-8bd6-f78d7a5f59bb" ipAddress: "172.22.0.8" hostName: "ozonesecure-mr_datanode_1.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "bf525507-6887-4d97-8bd6-f78d7a5f59bb" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -4660569174068212329 leastSigBits: -8370230670405969477 } } datanode { uuid: "e1516731-8004-46d1-b5d2-4011e2fe3cd9" ipAddress: "172.22.0.6" hostName: "ozonesecure-mr_datanode_2.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e1516731-8004-46d1-b5d2-4011e2fe3cd9" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2210872479763380527 leastSigBits: -5345139362168423207 } } datanode { uuid: "cc463ef3-9273-48c5-b699-fa420212a32b" ipAddress: "172.22.0.11" hostName: "ozonesecure-mr_datanode_3.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "cc463ef3-9273-48c5-b699-fa420212a32b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3727222425747502907 leastSigBits: -5288921125960375509 } } cmdId: 1659230929824 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
2022-07-31 01:28:52,069 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.22.0.6 | op=SEND_HEARTBEAT {datanodeUUID=e1516731-8004-46d1-b5d2-4011e2fe3cd9, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "b0a1bb28-2f98-40ee-b48f-e6b234ae8173" uuid128 { mostSigBits: -5719084270512226066 leastSigBits: -5435872572150480525 } } type: RATIS factor: ONE datanode { uuid: "e1516731-8004-46d1-b5d2-4011e2fe3cd9" ipAddress: "172.22.0.6" hostName: "ozonesecure-mr_datanode_2.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e1516731-8004-46d1-b5d2-4011e2fe3cd9" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2210872479763380527 leastSigBits: -5345139362168423207 } } cmdId: 1659230929820 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "e86df86c-16a9-4617-9bc7-d150b761df84" uuid128 { mostSigBits: -1698428341328460265 leastSigBits: -7221573332861067388 } } type: RATIS factor: THREE datanode { uuid: "e1516731-8004-46d1-b5d2-4011e2fe3cd9" ipAddress: "172.22.0.6" hostName: "ozonesecure-mr_datanode_2.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e1516731-8004-46d1-b5d2-4011e2fe3cd9" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2210872479763380527 leastSigBits: -5345139362168423207 } } datanode { uuid: "cc463ef3-9273-48c5-b699-fa420212a32b" ipAddress: "172.22.0.11" hostName: "ozonesecure-mr_datanode_3.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "cc463ef3-9273-48c5-b699-fa420212a32b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3727222425747502907 leastSigBits: -5288921125960375509 } } datanode { uuid: "bf525507-6887-4d97-8bd6-f78d7a5f59bb" ipAddress: "172.22.0.8" hostName: "ozonesecure-mr_datanode_1.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "bf525507-6887-4d97-8bd6-f78d7a5f59bb" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -4660569174068212329 leastSigBits: -8370230670405969477 } } cmdId: 1659230929823 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "5ccd85af-608c-4613-b42f-8f8df9dd87c1" uuid128 { mostSigBits: 6687148010000631315 leastSigBits: -5462989983031916607 } } type: RATIS factor: THREE datanode { uuid: "bf525507-6887-4d97-8bd6-f78d7a5f59bb" ipAddress: "172.22.0.8" hostName: "ozonesecure-mr_datanode_1.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "bf525507-6887-4d97-8bd6-f78d7a5f59bb" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -4660569174068212329 leastSigBits: -8370230670405969477 } } datanode { uuid: "e1516731-8004-46d1-b5d2-4011e2fe3cd9" ipAddress: "172.22.0.6" hostName: "ozonesecure-mr_datanode_2.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e1516731-8004-46d1-b5d2-4011e2fe3cd9" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2210872479763380527 leastSigBits: -5345139362168423207 } } datanode { uuid: "cc463ef3-9273-48c5-b699-fa420212a32b" ipAddress: "172.22.0.11" hostName: "ozonesecure-mr_datanode_3.ozone" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "cc463ef3-9273-48c5-b699-fa420212a32b" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -3727222425747502907 leastSigBits: -5288921125960375509 } } cmdId: 1659230929824 priority: 0 priority: 0 priority: 1 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
