2022-08-15 20:13:34,147 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_VERSION null | ret=SUCCESS |  
2022-08-15 20:13:34,152 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2022-08-15 20:13:34,153 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_VERSION null | ret=SUCCESS |  
2022-08-15 20:13:34,153 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_VERSION null | ret=SUCCESS |  
2022-08-15 20:13:34,973 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=REGISTER {datanodeDetails=9b529a61-f3e0-4699-bda9-b47f549d6472{ip: 172.18.0.7, host: a8024c3bda66, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-08-15 20:13:35,060 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=REGISTER {datanodeDetails=a9e262d7-61a2-4537-b704-7282883f55a4{ip: 172.18.0.6, host: c5e499a6088d, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-08-15 20:13:36,473 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=REGISTER {datanodeDetails=f0c880e8-614e-4f18-bae3-c315d7a51251{ip: 172.18.0.5, host: 876a52aa9ffb, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-08-15 20:13:36,934 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=SEND_HEARTBEAT {datanodeUUID=9b529a61-f3e0-4699-bda9-b47f549d6472, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "d85681c4-ddaf-42ff-92ad-81cb3822e876" uuid128 { mostSigBits: -2857954230987177217 leastSigBits: -7877497463380973450 } } type: RATIS factor: ONE datanode { uuid: "9b529a61-f3e0-4699-bda9-b47f549d6472" ipAddress: "172.18.0.7" hostName: "ozone-ha_datanode_2.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "9b529a61-f3e0-4699-bda9-b47f549d6472" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -7254566304246380903 leastSigBits: -4780091070503623566 } } cmdId: 1660594414966 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "a14a8538-9c7f-40d7-9a54-ab5adf0ee60b" uuid128 { mostSigBits: -6824495807136317225 leastSigBits: -7326042287047252469 } } type: RATIS factor: THREE datanode { uuid: "9b529a61-f3e0-4699-bda9-b47f549d6472" ipAddress: "172.18.0.7" hostName: "ozone-ha_datanode_2.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "9b529a61-f3e0-4699-bda9-b47f549d6472" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -7254566304246380903 leastSigBits: -4780091070503623566 } } datanode { uuid: "f0c880e8-614e-4f18-bae3-c315d7a51251" ipAddress: "172.18.0.5" hostName: "ozone-ha_datanode_3.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "f0c880e8-614e-4f18-bae3-c315d7a51251" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1096484773711425768 leastSigBits: -4979922264361987503 } } datanode { uuid: "a9e262d7-61a2-4537-b704-7282883f55a4" ipAddress: "172.18.0.6" hostName: "ozone-ha_datanode_1.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "a9e262d7-61a2-4537-b704-7282883f55a4" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -6205288659367606985 leastSigBits: -5258952559904729692 } } cmdId: 1660594414969 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
2022-08-15 20:13:37,039 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=SEND_HEARTBEAT {datanodeUUID=a9e262d7-61a2-4537-b704-7282883f55a4, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "24b75ac4-8dde-46be-91bf-24f97ffed3e1" uuid128 { mostSigBits: 2645683106343700158 leastSigBits: -7944590563645402143 } } type: RATIS factor: ONE datanode { uuid: "a9e262d7-61a2-4537-b704-7282883f55a4" ipAddress: "172.18.0.6" hostName: "ozone-ha_datanode_1.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "a9e262d7-61a2-4537-b704-7282883f55a4" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -6205288659367606985 leastSigBits: -5258952559904729692 } } cmdId: 1660594414967 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "a14a8538-9c7f-40d7-9a54-ab5adf0ee60b" uuid128 { mostSigBits: -6824495807136317225 leastSigBits: -7326042287047252469 } } type: RATIS factor: THREE datanode { uuid: "9b529a61-f3e0-4699-bda9-b47f549d6472" ipAddress: "172.18.0.7" hostName: "ozone-ha_datanode_2.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "9b529a61-f3e0-4699-bda9-b47f549d6472" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -7254566304246380903 leastSigBits: -4780091070503623566 } } datanode { uuid: "f0c880e8-614e-4f18-bae3-c315d7a51251" ipAddress: "172.18.0.5" hostName: "ozone-ha_datanode_3.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "f0c880e8-614e-4f18-bae3-c315d7a51251" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1096484773711425768 leastSigBits: -4979922264361987503 } } datanode { uuid: "a9e262d7-61a2-4537-b704-7282883f55a4" ipAddress: "172.18.0.6" hostName: "ozone-ha_datanode_1.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "a9e262d7-61a2-4537-b704-7282883f55a4" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -6205288659367606985 leastSigBits: -5258952559904729692 } } cmdId: 1660594414969 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
2022-08-15 20:13:37,928 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-08-15 20:13:38,467 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {datanodeUUID=f0c880e8-614e-4f18-bae3-c315d7a51251, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "425b98ce-c7ce-4ca9-ae76-1d0e6124740f" uuid128 { mostSigBits: 4781583443266784425 leastSigBits: -5875476716261706737 } } type: RATIS factor: ONE datanode { uuid: "f0c880e8-614e-4f18-bae3-c315d7a51251" ipAddress: "172.18.0.5" hostName: "ozone-ha_datanode_3.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "f0c880e8-614e-4f18-bae3-c315d7a51251" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1096484773711425768 leastSigBits: -4979922264361987503 } } cmdId: 1660594414968 priority: 1 } term: 2 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "a14a8538-9c7f-40d7-9a54-ab5adf0ee60b" uuid128 { mostSigBits: -6824495807136317225 leastSigBits: -7326042287047252469 } } type: RATIS factor: THREE datanode { uuid: "9b529a61-f3e0-4699-bda9-b47f549d6472" ipAddress: "172.18.0.7" hostName: "ozone-ha_datanode_2.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "9b529a61-f3e0-4699-bda9-b47f549d6472" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -7254566304246380903 leastSigBits: -4780091070503623566 } } datanode { uuid: "f0c880e8-614e-4f18-bae3-c315d7a51251" ipAddress: "172.18.0.5" hostName: "ozone-ha_datanode_3.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "f0c880e8-614e-4f18-bae3-c315d7a51251" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1096484773711425768 leastSigBits: -4979922264361987503 } } datanode { uuid: "a9e262d7-61a2-4537-b704-7282883f55a4" ipAddress: "172.18.0.6" hostName: "ozone-ha_datanode_1.ozone-ha_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "a9e262d7-61a2-4537-b704-7282883f55a4" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -6205288659367606985 leastSigBits: -5258952559904729692 } } cmdId: 1660594414969 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: "" ]} | ret=SUCCESS |  
2022-08-15 20:13:39,020 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=LIST_PIPELINE null | ret=SUCCESS |  
2022-08-15 20:13:39,536 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=LIST_PIPELINE null | ret=SUCCESS |  
2022-08-15 20:13:39,769 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.10 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-08-15 20:13:47,387 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=ADD_SCM {cluster=CID-f86a7dba-c734-4db8-b9fa-bc82c4976fa7, scmId=5816e7f2-d3a8-461c-b5dd-18007590af6f, addr=scm2:9894} | ret=SUCCESS |  
2022-08-15 20:13:48,091 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-08-15 20:13:51,122 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.10 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-08-15 20:13:57,968 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=ADD_SCM {cluster=CID-f86a7dba-c734-4db8-b9fa-bc82c4976fa7, scmId=1ea0126b-96b6-4057-82be-fea5f869f4d0, addr=scm3:9894} | ret=SUCCESS |  
2022-08-15 20:14:05,306 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.10 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-08-15 20:14:06,941 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=SEND_HEARTBEAT {datanodeUUID=9b529a61-f3e0-4699-bda9-b47f549d6472, command=[]} | ret=SUCCESS |  
2022-08-15 20:14:07,049 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=SEND_HEARTBEAT {datanodeUUID=a9e262d7-61a2-4537-b704-7282883f55a4, command=[]} | ret=SUCCESS |  
2022-08-15 20:14:08,215 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-08-15 20:14:08,513 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {datanodeUUID=f0c880e8-614e-4f18-bae3-c315d7a51251, command=[]} | ret=SUCCESS |  
2022-08-15 20:14:08,768 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.12 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-08-15 20:14:08,906 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=SEND_HEARTBEAT {datanodeUUID=9b529a61-f3e0-4699-bda9-b47f549d6472, command=[]} | ret=SUCCESS |  
2022-08-15 20:14:09,315 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=SEND_HEARTBEAT {datanodeUUID=a9e262d7-61a2-4537-b704-7282883f55a4, command=[]} | ret=SUCCESS |  
